vendor_id,smce_id,quarter,year,round,update_date,self_score,self_description,attachment_id,user_id
2,159,2,2017,1,2017-04-01 00:00:01,3,"BuyerQuest offers the ability to customize supplier attributes which can serve to differentiate specific suppliers from each other based on a business-defined attribute.  In this case, BuyerQuest customers create a supplier attribute named ""Preferred Supplier"".  This attribute is carried within the supplier record and can be utlized for search and filtering.",,0
2,160,2,2017,1,2017-04-01 00:00:01,4,"BuyerQuest offers a few different options for highly repetitive requisitions.  

The ""Quick Order"" pad offers users the ability to quickly key in SKUs and expedite a requisition workflow.  

BuyerQuest also offers ""Saved Shopping Carts"" and ""Saved Shopping Lists"" which allows users to quickly create and edit a requisition for items that have been previously identified.

BuyerQuest also offers ""Collaborative Carts"" which allows multiple people to view, edit, and otherwise collabroate on a single shopping cart.",,0
2,161,2,2017,1,2017-04-01 00:00:01,3,"BuyerQuest offers rich detail and attributes with respect to every product or services.  The product detail and attribute information also includes support for  PDF (manuals and diagrams), multimedia videos, long and short descriptions, as well as meta data fields and hyperlinks (if applicable).",,0
2,162,2,2017,1,2017-04-01 00:00:01,4,"BuyerQuest offers rich functionality with respect to being able to both automate/default specific processes and data attributes throughtout the checkout process.  BuyerQuest customers enjoy full control over what users are able to do and, perhaps more importantly, not able to do during checkout.

BuyerQuest also offers ""Collaborative Carts"" which allows multiple people to view, edit, and otherwise collabroate on a single shopping cart.",,0
2,163,2,2017,1,2017-04-01 00:00:01,5,"BuyerQuest customers are empowered with a very powerful and dynamic workflow engine that offers extrement flexibility and process automation throughout the purchasing process.

Unlike some competitors, we offer exception based approvals so that any possible condition can either drive an approval or be an exception to an approval.

See attached documentation which articualtes the various rules and conditions that BuyerQuest customers use to create and manage business rules and workflow.",,0
2,164,2,2017,1,2017-04-01 00:00:01,4,"BuyerQuest's guided buying approach in many ways reflects what you see in today's modern eCommerce storefront...Amazon being the best example. 

Because all content resides in one place, users are able to quickly search and shop across every available contracted Good or Service.  BuyerQuest enables rich image, description, attribute, and metadata  information that augment the shopping experience giving your users the information they need to make an informed purchasing decision.

As previosuly mentioned, our Content Group functionality acts as a powerful guided buying mechanism insofar as this fucntionality contextualizes the user experience from a branding, content, supplier, and pricing standpoint.  

Through our form-based requisition workflow, BuyerQuest brings structure and uniformity to Services and Non-Catalog requests and guides those requisitions into the same checkout and approval process workflows.",,0
2,165,2,2017,1,2017-04-01 00:00:01,2,"BuyerQuest supports Request for Quote Collaboration with suppliers though our Webforms and Workflow modules.

Please see attached documentation with respect to our RFQs capabilities.",,0
2,166,2,2017,1,2017-04-01 00:00:01,4,"BuyerQuest recognizes that budgets are maintained, managed, and tracked within the ERP.  For that reason, BuyerQuest  recommends (and fully supports) real-time budget checks during the P2P process.  (typically, the budget check occurs within the requision creation process at either the time of line item accounting validation or during the checkout process (once all line items have been created).   BuyerQuest  also supports budget checking during the PO process, Invoice process, and Invioice reconciliation process.   BuyerQuest  also supports dynamic business logic around budget checks. (i.e. If requisition line item exceeds availalble budget for specific cost center, alert user of the budget overage (or stop requisition from submission).",,0
2,167,2,2017,1,2017-04-01 00:00:01,3," BuyerQuest provides visibility into inventory.   BuyerQuest currently integrates with MRO Vending machines, Tool Cribs, and Warehouse Management systems.   We certainly would not consider  BuyerQuest to be an inventory management system, rather we typically integrate with our customers legacy inventory systems.  That said,  BuyerQuest does have some basic functionality to enable customers to manage an 'Onsite Store'.  Typically,  BuyerQuest customers use the Onsite Store capabilities for refurbished IT Equipment, used furniture, or Onsite supply room.  Within  BuyerQuest, customers can adjust inventory, and replenish via min / max business rules.     BuyerQuest search logic can also be leveraged to promote Onsite (or inventoried) items within Search results.",,0
2,168,2,2017,1,2017-04-01 00:00:01,5,"BuyerQuest is built using a Responsive Design framework.  This ensures that all of our software features and functionlity works on any platform, on any browser, on any device, anywhere in the world, any time.",,0
2,169,2,2017,1,2017-04-01 00:00:01,4,"BuyerQuest's analytics philosophy is to combine transactional data with rich behavioral intelligence to present a multi-dimensional view of spend patterns.  Behavioral intelligence includes information with respect to buyer activity within the application, browser/platform information, search with (and without) results, as well as specific product or service performance by a whole range of dimensions. 

Every interaction that occurs within the BuyerQuest solution in maintained in an audit trail that our customers can analyze and reporot from.  BuyerQuest's analytics dashboards provides dozens of reports and metrics that can be used to better understand how your goods and services are performing against your procurement strategy as well as how you processes and workflows are impacting and/or improving the end user experience.",,0
2,170,2,2017,1,2017-04-01 00:00:01,2,"BuyerQuest supports 63 languages from a UI standpoint.  We also offer native language support for catalogs in those same languages.

BuyerQuest also is a multi currency enabled procure to pay application.  It supports different currencies of products/services in the market place.  Multi currency can be configured in a very intuitive way in the administration console.  This enables both buying organization and supplier organization  to conduct procurement transactions in more than one currency.  

The types of currencies are: Base Currency - This is the currency used by the system to store the monetary values internally.  In addition, if the users are not associated with any valid currency, system assumes ""Base Currency"" as user's currency.  Product Currency - This is the currency of a product from a supplier.  This is the currency supplier wants to interact with the buying organization.  User Preferred Currency - Users can set their preferred currency in ""Account Settings"".  This is the currency that will be used to show the products and services in market place.  Request Total also is shown in User Preferred Currency.  ""Default Display Currency"" is used as default currency for all the users when there is no preferred currency is set.  Document Currency - Once document is created, the currencies used in the document remain same.

BuyerQuest offers 2 different options for accessing Exchange Rate information via API: Open Exchange Rate API (Recommended)  and Fixer.io API

The Open Exchange Rate API offers support for over 170 Currencies, including some non-traditional currencies such as ByteCoin and BitShare.  The full list is available here:  https://docs.openexchangerates.org/docs/supported-currencies",,0
2,171,2,2017,1,2017-04-01 00:00:01,3,"BuyerQuest's ability to support complex (and dynamic) requisition requirements (within our core product) is unparalleled.  We ask SpendMatters to spend time reviewing this.   Whether it's data capture, collaboration with internal team members, collaboration with suppliers, or workflow, BuyerQuest supports eProcurement (requisitioning) like no other.",,0
2,172,2,2017,1,2017-04-01 00:00:01,0,Not supported,,0
2,173,2,2017,1,2017-04-01 00:00:01,3,"BuyerQuest offers customers the ability to easily set-up and manage the purchase order process

PO Creation: A PO is generated in BuyerQuest with its own unique PO reference number after its associated Request is fully approved.  Sent to Suppliers: Depending on how each supplier is configured to recieve POs in the system, suppliers will be sent their purchase orders via cXML, email, or other methods that are tied with third party partners.  Received by Supplier: The period between BuyerQuest sending the PO and suppliers receiving the PO should be rather short. The system can also be configured to ask suppliers to send a PO confirmation back to the system, either as an option or as a required step.  Shipped and Fulfilled by Supplier: Once suppliers receive a PO, they will then begin the process of fullfilling the order and shipping out items or performing services. BuyerQuest allows suppliers the option to create Advance Ship Notices (ASNs) to send back to the system, confirming that shipments have gone out and providing carrier tracking numbers back to the requestor.",,0
2,174,2,2017,1,2017-04-01 00:00:01,3,"BuyerQuest creates Purchase Orders from approved requistions and presents them to the relevant users in a grid format which displays the list of POs to the end user with summary information like PO #, Request #, Requester, Supplier, Ordered Date/Time, Shipping Location, Status and Order Total.  The user can perform bulk actions in this screen by selecting multiple POs and using the 'Actions' menu to:

Resend: Sends the PO to the supplier again if they have not received it
Change: Change elements of the Purchase Order and resend.
Print: Prints the PO to a PDF file
Fully Receive: Creates a receipt for all the items in the PO
Cancel: Cancels the PO
Close: Closes the PO forcibly
Confirm: Confirms the PO (only applicable to POs for which Suppliers need to confirm)",,0
2,175,2,2017,1,2017-04-01 00:00:01,3,"While Buyerquest does not support Contract authoring, Buyerquest does support a Contract Compliance file that is actionable from both a procurement and invoice perspective.   Business rules can be drawn around the interaction between req's, PO's, and invoices (as they relate to the associated contract compliance file).",,0
2,176,2,2017,1,2017-04-01 00:00:01,3,BuyerQuest integrates with Vertex for Tax & IBM Sterling Commerce Network for country specific compliance around ordering (and invoicing).,,0
2,177,2,2017,1,2017-04-01 00:00:01,3,"BuyerQuest enables attachments for purchase orders across a range of file formats.  BuyerQuest captures and federates access to all order response/acknowledgements, process changes/deletions, manage order status requests/responses.  Buyers and suppliers can administratively manage all aspects of order processing in the solution and all interactions are capture in an audit trail.  BuyerQuest also supports cXML and EDI transmission protocols for transacting with high document volume suppliers.  ",,0
2,178,2,2017,1,2017-04-01 00:00:01,3,"BuyerQuest faciitates the collaboration process for purchase orders by making it simple and easy for buyers and suppliers to communicate.

Buyers and suppliers can administratively manage all aspects of order processing in the solution and all interactions are capture in an audit trail.  BuyerQuest also supports cXML and EDI transmission protocols for transacting with high document volume suppliers.  ",,0
2,179,2,2017,1,2017-04-01 00:00:01,3,"The BuyerQuest Network Portal (""BQN"") offers a powerful workflow capability that streamlines the communication and collaboration process throughout the PO life cycle.  

The Purchase Order detail page displays detailed information about a Purchase Order and allows the user to perform actions on it depending their role and the status of the PO.  The General Information section of the PO displays information like the PO #, creation date, the name of the requester, shipping information, etc.

The user can also perform actions like creating an ASN (Advance Shipping Notice), invoice or credit memo for the PO.
The user can view line level details of the PO like item information, line-level comments and attachments, etc.
The user can view and modify attachments depending on the role/permissions granted to them.
The user can view and add comments as a way of collaborating with the supplier/customer.
The user can view the history of activity for the PO.
Finally, the user can save a copy of the PO in the form of a PDF, if necessary.

BuyerQuest maintains an audit trail of every interaction between customer and supplier.",,0
2,180,2,2017,1,2017-04-01 00:00:01,3,"Suppliers can perform actions like creating an ASN (Advance Shipping Notice), invoice or credit memo for the PO.
Suppliers can view line level details of the PO like item information, line-level comments and attachments, etc.
Suppliers can view and modify attachments depending on the document status and their permissions.
Suppliers can view and add comments as a way of collaborating with the customer.",,0
2,181,2,2017,1,2017-04-01 00:00:01,3,BuyerQuest employs a MicroServices architecture that enables integration with 3rd party systems like contingent labor systems.  BuyerQuest has  established integrations with Fieldglass and IQNavigator.,,0
2,182,2,2017,1,2017-04-01 00:00:01,2,BuyerQuest supports tax integration with Vertex and can support additional integrations with 3rd party logistics firms utilizng our cXML protols.,,0
2,183,2,2017,1,2017-04-01 00:00:01,2,"BuyerQuest is built using a Responsive Design framework.  This ensures that all of our software features and functionlity works on any platform, on any browser, on any device, anywhere in the world, any time.",,0
2,184,2,2017,1,2017-04-01 00:00:01,3,"BuyerQuest's analytics philosophy is to combine transactional data with rich behavioral intelligence to present a multi-dimensional view of spend patterns.  Behavioral intelligence includes information with respect to buyer activity within the application, browser/platform information, search with (and without) results, as well as specific product or service performance by a whole range of dimensions. 

Every interaction that occurs within the BuyerQuest solution in maintained in an audit trail that our customers can analyze and reporot from.  BuyerQuest's analytics dashboards provides dozens of reports and metrics that can be used to better understand how your goods and services are performing against your procurement strategy as well as how you processes and workflows are impacting and/or improving the end user experience.",,0
2,185,2,2017,1,2017-04-01 00:00:01,3,"BuyerQuest supports 63 languages from a UI standpoint.  We also offer native language support for catalogs in those same languages.

BuyerQuest also is a multi currency enabled procure to pay application.  It supports different currencies of products/services in the market place.  Multi currency can be configured in a very intuitive way in the administration console.  This enables both buying organization and supplier organization  to conduct procurement transactions in more than one currency.  

The types of currencies are: Base Currency - This is the currency used by the system to store the monetary values internally.  In addition, if the users are not associated with any valid currency, system assumes ""Base Currency"" as user's currency.  Product Currency - This is the currency of a product from a supplier.  This is the currency supplier wants to interact with the buying organization.  User Preferred Currency - Users can set their preferred currency in ""Account Settings"".  This is the currency that will be used to show the products and services in market place.  Request Total also is shown in User Preferred Currency.  ""Default Display Currency"" is used as default currency for all the users when there is no preferred currency is set.  Document Currency - Once document is created, the currencies used in the document remain same.

BuyerQuest offers 2 different options for accessing Exchange Rate information via API: Open Exchange Rate API (Recommended)  and Fixer.io API

The Open Exchange Rate API offers support for over 170 Currencies, including some non-traditional currencies such as ByteCoin and BitShare.  The full list is available here:  https://docs.openexchangerates.org/docs/supported-currencies",,0
2,186,2,2017,1,2017-04-01 00:00:01,3,"We view PO transmission as fairly 'tablestakes' functionality.   We support all of the major methods to transmit and track PO's (via email, cXML, EDI, and Supplier Network).  As part of the product roadmap, we will be adding some additional logic to the PO process to allow for non-native PO's to be treated the same (or differently, based on config) within Buyerquest.   We will also be extending the Change PO process to allow for greater configurability and control.",,0
2,187,2,2017,1,2017-04-01 00:00:01,3,"BuyerQuest users can receive both centrally and decentrally as well as both manually and automatically. and subsequent workflows and notifications can be established based on certain, pre-identified conditions.

BuyerQuest users self-manage their receiving rules and tolerances by configuring these three elements:  Rule Information, Conditions, and Actions.  BuyerQuest offers step by step instructions for setting up receiving in our Product Documentation center.",,0
2,188,2,2017,1,2017-04-01 00:00:01,3,"BueyrQuest ASNs show information of all the Advance Shipment Notices in the system. It includes an assigned ASN Number, PO Number, Supplier (when applicable), date of shipment, expected delivery date, shipment carrier, and tracking number.

When using ASN, users can view the information for each order included on the general ASN page, but also may view each individual ASN (they may include multiple ASN Numbers for one PO, depending how shipment(s) was/were done. In addition to the information on the main page, users can view the address from where the order was shipped.

Currently, System does not support data entry screen for ASN.  All the ASNs are loaded via a data load transaction import program.",,0
2,189,2,2017,1,2017-04-01 00:00:01,3,"BuyerQuest users can receive both centrally and decentrally as well as both manually and automatically. 

BuyerQuest supports desktop, centralized, and hybrid receiving models,  receiving with inspection capability (returns management), flexible matching rules and asset receipting. 

BuyerQuest offers additional options for backing out receipts, asset tracking configuration, and location based receiving, ",,0
2,190,2,2017,1,2017-04-01 00:00:01,3,"BuyerQuest supports both centralized and decentralized (desktop) receiving.   As part of our product roadmap, Buyerquest will be extending our barcode scanning functionality to further automate the receiving process.",,0
2,191,2,2017,1,2017-04-01 00:00:01,3,"BuyerQuest is built using a Responsive Design framework.  This ensures that all of our software features and functionlity works on any platform, on any browser, on any device, anywhere in the world, any time.",,0
2,192,2,2017,1,2017-04-01 00:00:01,3,"BuyerQuest's analytics philosophy is to combine transactional data with rich behavioral intelligence to present a multi-dimensional view of spend patterns.  Behavioral intelligence includes information with respect to buyer activity within the application, browser/platform information, search with (and without) results, as well as specific product or service performance by a whole range of dimensions. 

Every interaction that occurs within the BuyerQuest solution in maintained in an audit trail that our customers can analyze and reporot from.  BuyerQuest's analytics dashboards provides dozens of reports and metrics that can be used to better understand how your goods and services are performing against your procurement strategy as well as how you processes and workflows are impacting and/or improving the end user experience.",,0
2,193,2,2017,1,2017-04-01 00:00:01,3,"BuyerQuest supports both centralized and decentralized (desktop) receiving.   As part of our product roadmap, BuyerQuest will be extending our barcode scanning functionality to further automate the receiving process.",,0
2,194,2,2017,1,2017-04-01 00:00:01,0,Not currently supported.,,0
2,195,2,2017,1,2017-04-01 00:00:01,3,"The process of onboarding suppliers in the BuyerQuest Network (""BQN"") portal is suprisingly easy.  BQN offers customers and their suppliers a wonderfully simple interface that is powered by a robust workflow engine that streamlines the collaboration necessary to efficiently manage your supplier relationships.

There are three aspects to BQN's supplier onboarding process:  

Supplier Information Management -  Suppliers enjoy an inuitive portal interface that allows them to easily manage their relevant profile information. (For more details, see below)
Supplier Catalog Management - BQN offers a powerful workflow engine that streamlines communication between category managers and suppliers throughout the catalog upload and maintenance process. (For more details, see below)
Supplier Communication Management - Suppliers can determine and manage the means and methods of communication and document exchange that best fits with their operating and delivery models (Email, sFTP, cXML, EDI, etc.)

BuyerQuest fully supports both our customers and their suppliers throughtout the entire Supplier Management process. ",,0
2,196,2,2017,1,2017-04-01 00:00:01,2,"The BuyerQuest Network (BQN) is a supplier portal where supplier users can access and manage Supplier-side components of the Procure-to-Pay process, such as:

Catalog Management 
Document Management 
The Company's Profile, including Company Information and Company Users
Document Exchange Protocols (Email, cXML, EDI)

Please see attached for a detailed screenshot of the SIM fields in BuyerQuest",,0
2,197,2,2017,1,2017-04-01 00:00:01,2,BuyerQuest is integrated with IBM Watson Supplier IQ and currently links our supplier ID to Watson's market intelligence data stream. BuyerQuest has several more integrations with IBM Watson planned for the coming quarters that will further enhance our customers' supplier perfromance and risk management capabilities.,,0
2,198,2,2017,1,2017-04-01 00:00:01,3,"BuyerQuest Self-Service Catalog Management provides best-in-class capture, comparison, approval, promotion and maintenance of catalog data. The BuyerQuest system provides the Supplier with a Dashboard to review statistics on their catalogs, including a graphical view, as well as chart-organized information related to Catalog Management, including best sellers, etc.

The BuyerQuest Network (BQN) provides the Supplier with a way to upload, modify and manage catalogs, at any time, with no impact on performance. The system provides Suppliers with success and failure notifications regarding catalog import.",,0
2,199,2,2017,1,2017-04-01 00:00:01,3,"BQN allows the user to perform actions on POs depending their role and the status of the PO.

The General Information section of the PO displays information like the PO #, creation date, the name of the requester, shipping information, etc.
The user can also perform actions like creating an ASN (Advance Shipping Notice), invoice or credit memo for the PO.
The user can view line level details of the PO like item information, line-level comments and attachments, etc.
The user can view and modify attachments depending on the role/permissions granted to them.
The user can view and add comments as a way of collaborating with the customer.
The user can view the history of activity for the PO.
Finally, the user can save a copy of the PO in the form of a PDF, if necessary.",,0
2,200,2,2017,1,2017-04-01 00:00:01,2,"BQN gives users the options to create, validate, and track invoices in a number of different ways. AP personnel are typically granted access and view the functionality described in this section. 

Users have a variety of options to create invoices including PO Flip, Bulk Load PO invoices, and by creating a non-PO Invoice by Supplier.",,0
2,201,2,2017,1,2017-04-01 00:00:01,0,Not currently supported,,0
2,202,2,2017,1,2017-04-01 00:00:01,3,We can connect with any 3rd party network provider or EDI hubs.  BuyerQuest supports cXML and EDI protocols with respect to these 3rd party providers.  BuyerQuest has estabished partnerships with Taulia and IBM Sterling.,,0
2,203,2,2017,1,2017-04-01 00:00:01,2,Suppliers can exchange documents and data with BuyerQuest using sFTP file exchange as wall as cXML and EDI.  ,,0
2,204,2,2017,1,2017-04-01 00:00:01,4,"BuyerQuest is perhaps the most configurable P2P solution in the industry today.  BuyerQuest can be configured based on users, departments, commodities, roles, content groups, approval steps, delegated approvals, units of measure, custom fields, accounts, chart of accounts, invoice tolerances, receiving tolerances, budget periods, payment terms, as well as other facets. 

There is no limit to the number of configurations included with respect to fields and/or forms.  

BuyerQuest also offers ""Solution within a Solution"" configurability that supports both single and multiple chart of accounts/accounting structure.",,0
2,205,2,2017,1,2017-04-01 00:00:01,5,"BuyerQuest is powered by the industry's most robust workflow and rules engine which is native to the application.  BuyerQuest customers can create and enable diverse business rules and workflows based on things like Content Groups, Priority, Sequential or Parallel workflows, and a broad range of conditions, actions,  and exceptions.  For a more detailed review of our workflow capabilities, please see the attached documentation.",,0
2,206,2,2017,1,2017-04-01 00:00:01,3,"BuyerQuest offers 2 different options for accessing Exchange Rate information via API:
 
Open Exchange Rate API (Recommended)
Fixer.io API
 
Open Exchange Rate Supported Currencies:  The Open Exchange Rate API offers support for over 170 Currencies, including some non-traditional currencies such as ByteCoin and BitShare.  The full list is available here:  https://docs.openexchangerates.org/docs/supported-currencies",,0
2,207,2,2017,1,2017-04-01 00:00:01,5,BuyerQuest is designed to be business-enabled and all configuration can be done through our user-friendly administration interface,,0
2,208,2,2017,1,2017-04-01 00:00:01,3,BuyerQuest is designed to be business-enabled and all configuration can be done through our user-friendly administration interface and DOES NOT require advanced technical skills.,,0
2,209,2,2017,1,2017-04-01 00:00:01,4,BuyerQuest is designed to be business-enabled and all configuration can be done through our user-friendly administration interface and DOES NOT require advanced technical skills.,,0
2,210,2,2017,1,2017-04-01 00:00:01,1,Customizations are evil and should be avoided at all costs.,,0
2,211,2,2017,1,2017-04-01 00:00:01,4,"BuyerQuest is deployed in a multi-tennat model run on virtualized servers in the Amazon AWS platform.  The hostig is within a public cloud with all parts of the infrastructure contained within multple VPNs except for the publically facing load balancers and global CDN delivery via CloudFront.  The application auto-scales based on client demand via detection of busy CPU, load average, requests, etc.  Servers and services are containerized with various tools.  The stack consists of many open components and also commercial IaaS solutions.  The details of the stack, solutions utilized, etc cannot be shared due to SOC II Type II compliance.  It can be said that BuyerQuest runs an extremely modern stack and continues to improve the stack as needed to ensure application performance.   

Hybrid cloud is also supported.  Customer base is 100% public cloud multi-tenant.",,0
2,212,2,2017,1,2017-04-01 00:00:01,0,Not currently supported,,0
2,213,2,2017,1,2017-04-01 00:00:01,3,"BuyerQuest has an integration partnership with IBM Watson that covers a broad range of Intelligent, Cognitive apps. BuyerQuest is currently integrated with IBM Watson Supplier IQ and has plans to deploy several more integrations in the first half of 2017. ",,0
