Company,ID,Year,Quarter,Round,Self-Score,Self-Description,SM Score,Analysts Notes
Talmix,1067,2018,4,1,4,"Graceful degradation is a fundamental principle of our platform, whereby we gracefully deal with situations of missing or incomplete data, e.g., missing consultant profile data. We automatically repurpose certain functionalities to catter for situations where erroneous or incomplete data would hurt the Talmix Experience or otherwise provide innacurate or wrong outcomes. This topic is also a part of our continuous focus going forward, on our Data Roadmap, where we leverage Machine Learning and other alternative ways of patching incomplete sets of data.",3,
Talmix,1068,2018,4,1,4,"We use an MVC architecture for the backend of our Platform, and a modern Flux architecture on our frontend. We use a modern API for our backend platform whereby the client-side web app is able to decentralise the business logic execution from our central servers, thus providing the most scalable architecture possible.",4,
Talmix,1069,2018,4,1,4,"PHP, Typescript, Javascript, Java, Groovy, Elastic Stack, MySQL, RabbitMQ, to name but a few.",4,
Talmix,1070,2018,4,1,3,We have weekly automated security scans of our platform and perform yearly audits using a reliable and industry established independent third party. We make full use of encryption and modern security best practices when it comes to handling credentials.,3,
Talmix,1071,2018,4,1,3,"Talmix has developed, and is constantly improving its user interface to provide a streamlined, easy to use experience from initial registration through to published agreements. UX is at the heart of the relationship of our customers with not just the platform but the Talmix Experience as a whole.",3,
Talmix,1072,2018,4,1,4,"We have had a big focus on simplicity, affordances and contextual help, samples and messages supporting any task. We are focused not only on users and clients but on their goals, so all task flows are being designed with that focus and the best practices in mind. We also make full use of usability testing, which allows identification of usability issues and colecting quantitative and qualitative data, that inform any further necessary iterations. Our UX/UI Design is constantly up to date with latest industry best practices and is an active member of industry relevant groups.",3,
Talmix,1073,2018,4,1,4,"We are currently embarking on version 3 of our user interface, updating a version that was upgraded 12 months ago.",4,
Talmix,1074,2018,4,1,3,One,3,
Talmix,1075,2018,4,1,4,Yes,3,
Talmix,1076,2018,4,1,1,No,1,
Talmix,1077,2018,4,1,3,"Users register on the platform autonomously, although in certain circumstances guided by an administrator if that so helps maintain or improve the Talmix Experience for a particular user. On a company account, additional users with different privileges for each project can be invited by the account owner.",3,
Talmix,1078,2018,4,1,3,"All users have full rights over their own projects, and different access rights to the projects to which they are invited.",3,
Talmix,1079,2018,4,1,3,"We haven't historically required fine grained permissions on our platform, therefore all uses have full access to their accounts through a simplified and robust authorisation system. We have plans for a more intricate and fine grained authorisation system on our roadmap, as further down the road we will have different requirements for strategic features and integrations with third parties.",2,
Talmix,1080,2018,4,1,3,"Our platform was developed to be mobile compatible. Going forward mobile will continue being an integral part of our roadmap, and we will continue making use of the latest web frontend technologies to efficiently maintain one single platform that performs well regardless of terminal.",3,
Talmix,1081,2018,4,1,4,"Our mobile strategy is, and will continue being, driven by a mobile compatible web app platform, which allows us to not have to duplicate efforts in making our platform run on various systems.",3,
Talmix,1082,2018,4,1,3,The system interactions driven by mobile clients are circa 20% of all the platform interactions via the web app,3,
Talmix,1083,2018,4,1,3,"Albeit we don't implement any open standard ourselves, we make use of open source and open standards, specifically in what reports to security. We do not currently integrate with any financial or accounting systems, but this is a part of our roadmap. We are also planning other integrations that will require the adoption, implementation and/or contribution to open standards initiatives, namely around blockchain and artificial intelligence technologies.",3,
Talmix,1084,2018,4,1,0,Not applicable at the moment.,0,
Talmix,1085,2018,4,1,3,We make use of OCR technology to read and parse documents on the platform. We further integrate this with semantic parsers and NLP (Natural Language Processing) technologies for inferring structure and recognising entities. We plan on further developing this component as it is a key part of our IP.,3,
Talmix,1086,2018,4,1,3,"We don't have our AI/Machine Learning developments available yet to our production systems, as work on this is steady in progress. When we do, we will have deep integration with our matching and searching systems as well as improved and personalised experiences on the platform, not to mention vastly improved business intelligence data and insights.",2,
Talmix,1087,2018,4,1,3,"We have established relationships in the past with Data Science experts with aims to define our Data Roadmap. We are currently in the process of recruiting a Data Scientist, bringing them at the right point in our Data Roadmap - as the first 1.5/2 years of it were engineering work.",3,
Talmix,1088,2018,4,1,5,We have an extensive and confidential Data Roadmap that explores the development of new proprietary technology resorting to Machine/Deep Learning.,4,
Talmix,1089,2018,4,1,3,"We implement a rudimentary chat system for users to interact with each other, as well as in the past a customer support chat service. Going forward we have planned to bring chat support to te heart of the platform, explore new avenues for it and also build from the ground up our Customer Support team.",2,
Talmix,1090,2018,4,1,2,"We currently don't make use of blockchain tech on our platform. Our roadmap specifies blockchain as a key technology in an open standards initiative that we will lead and contribute to, with aims to revolutionise how consultants information is accessed and shared.",2,
Talmix,1091,2018,4,1,2,"We are currently actively pursuing capabilities in regards to shared ledgers, privacy and consensus - as key vectors for our open standards initiative proposal in the future.",2,
Talmix,1092,2018,4,1,0,We have no use of IoT technology on our platform nor are we planning on considering as a part of our roadmap.,0,
Talmix,1093,2018,4,1,3,"The Talmix platform doesn't require any additional implementation services. It is an enabling technology, making it faster to find talent. However we do provide support to help people plan their talent requirements and further accelerate the process once they specify on the platform.",3,
Talmix,1094,2018,4,1,2,"We work with companies to facilitate interaction with their current HR technologies, but this is on a case by case basis while we evaluate longer term partnerships.",2,
Talmix,1095,2018,4,1,2,We are aiming to develop APIs to enable clients to integrate with other technologies,2,
Talmix,1096,2018,4,1,1,"We will work with clients for specific customisations, but consider this as an integration with the platform, rather than a bespoke service offering.",1,
Talmix,1097,2018,4,1,4,All clients are provided with a dedicated account manager who provides support in everything from helping specify the requirements through to selection and ongoing support through the engagement to check on satisfaction and quality  standards.,3,
Talmix,1098,2018,4,1,3,The Talmix platform is very easy to use. We provide simple help guides through our resources section and the Account Manager handles most platform queries,3,
Talmix,1099,2018,4,1,3,"We have provided online chat facilities but the uptake was limited due to the ease of the platform. Any usage issues are directed to our technology team to resolve. As the platform usage scales, we expect to build a small success team to handle support queries.",3,
Talmix,1100,2018,4,1,1,"We evaluated community tools for our supply-side and found that for now this is not an engagement mechanism preferred by this kind of talent. For clients, they prefer to engage via account managers. ",1,
Talmix,1101,2018,4,1,4,"Although we do not categorise ourselves as an MSP we do provide the following services for talent applying to projects: 1. Vetting. Supply side registrations are vetted before acceptance. References are provided at this step and can be taken up at any point in the process. We have additional screening through the proposal stage. 
2. Communication. There is a messaging system so that clients can directly engage with applicant on the platform. 
3. Payrolling. We can provide payroll services for clients for their contingent talent outside the initial scope of the Talmix connection.
4. Talent pooling. We provide the ability to create talent views, comprising existing networks, Talmix matched networks, and extend into a wider network.",4,
Talmix,1102,2018,4,1,3,"Talmix screens all applicants manually. Everyone on our network has to have PI insurance, and we provide third-party offers to facilitate this. 
If there are any issues during the assignment, we will provide alternative talent to fulfil the project. This has only happened twice in 7 years.
We are currently buildling integrations with psychometric testing to improve cultural as well as functional fit.
For clients requiring additional levels we can offer solutions on a case by case basis.
This is all covered within the individual transaction fee.",3,
Talmix,1103,2018,4,1,4,"Talmix automatically creates agreements, including contract value, between client and supplier. These can be supplemented with any client specific requirements.",1,
Talmix,1104,2018,4,1,3,Talmix invoices the client and pays the supplier directly as an independent contractor/limited company. It does not act as EOR. ,1,
Talmix,1105,2018,4,1,3,Talmix invoices the client and pays the supplier directly. It can also payroll other independent workers in the project team to facilitate the management. ,1,
Talmix,1106,2018,4,1,4,Invoices relating directly to the assignment are submitted through the platform by the supplier. This autogenerates client invoices.,2,
Talmix,1107,2018,4,1,1,This is not currently a supported requirement.,0,
Talmix,1108,2018,4,1,5,"On average, 600 new consultants are registered on to the platform each month from all regions (We currently have supply side talent in over 150 countries). This is chiefly organic, but we also use specialists in house to both find specific expertise and to proactively build in areas where there is increasing demand - eg Middl East.",4,
Talmix,1109,2018,4,1,4,"The first interaction is a straightforward requirements form that allows the client to define the project scope and the requirements for expertise, experience, function and sector, and outline budgets. This generates ranked matches who are invited to propose for the project. When a client is unsure of requirements, or elements, we provide insights from consultants to help scope the project more effectively, and to use our data to suggest budgets, specific information that makes a match more likely etc.
With Talent Intelligence, our aim is to use our data to take the requirements phase into a predictive solution - from simple auto-filling to suggestions on talent needs.",3,
Talmix,1110,2018,4,1,3,"We provide advice directly and through third parties about setting up as an independent worker. Because of our global reach, we are conscious that different regions have different legal and fiduciary requirements and advise to use local government resources.
We are able to offer through partnerships access to benefits, from financial to insurance support, eg mortgage and pensions advice.",2,
Talmix,1111,2018,4,1,3,"We currently have global reach and have to date not been asked to create local language versions as most business is conducted in English. There is some functionality that is limited where there are internet restrictions in countries like China, and we have on the roadmap plans to provide solutions to this.",1,
Talmix,1111,2018,4,2,3,"We run projects in 90 countries to date, with requirements and submissions in local language, including German, Chinese and Arabic  and handle both language and payment at a regional level.",3,
Talmix,1112,2018,4,1,3,"We can invoice and pay in all local currencies, excepting those regions where the UK Government does not recommend trading.",3,
Talmix,1113,2018,4,1,4,"All countries are supported - this is one of our datasets. Language requirements are also matched, but the language of the platform is English. Ie it is possible to specify the requirement for a Mandarin-speaking consultant and invoicing and payment can be in local currency.",3,
Talmix,1113,2018,4,2,4,Projects can be posted in all languages and character sets.,3,
Talmix,1114,2018,4,1,1,"The contractor interviews are arranged directly and scheduled similarly. This is done using third-party software: we are evaluating how to develop this functionality within the platform, or whether to include simple integrations to facilitate the setup and interactions.",2,
Talmix,1115,2018,4,1,1,"We can be flexible on currency support, although to date this has not been encountered as the agreement is typically from a local office to the supplier.",1,
Talmix,1115,2018,4,2,2,"We support automatically Dollar, GBP and Euro payments, and adjust these to local currencies. ",2,
Talmix,1116,2018,4,1,1,This is a manual process using stated exchange rates at time of agreement.,1,
Talmix,1117,2018,4,1,0,Not applicable,0,
Talmix,1117,2018,4,2,2,This can be provided from integration with  accounting systems,2,
Talmix,1118,2018,4,1,1,We have only encountered this in one assignment - again as this is a manual part of the process post invoice we are able to be flexible.,1,
Talmix,1118,2018,4,2,3,Our global clients run projects that are paid in different currencies,1,
Talmix,1119,2018,4,1,0,Not applicable,0,
Talmix,942,2018,4,1,4,"The solution was developed purely to create a supply/demand side for high end consulting assignments. It has been built from the ground up to find the fastest way to make the connections between requirements and talent, and amassing datasets that will support the speed and accuracy of matching and decision making to find the correct independent workers.",4,
Talmix,942,2019,2,1,,Getting Bettter requirements;  consultant platform;  talet passport.  === SPEED + PRECISION ;   === agnostic on the project type,,
Talmix,943,2018,4,1,0,The solution does not leverage other platform components.,2,
Talmix,943,2018,4,2,,,,Interesting use of the Salesforce platfiorm
Talmix,943,2019,2,1,2,We continue to use Salesforce platform to leverage components including biling and account-level reporting,3,
Talmix,943,2019,2,2,,,3,
Talmix,944,2018,4,1,5,The solution is totally standalone for the provision of independent talent in terms of requirement to engagement. ,4,
Talmix,945,2018,4,1,3,"The solution is designed to find resources to deliver projects once they have been specified. However we support clients in specifying these requirements by providing suggested rates, timescales and deliverables based on data collected from previous projects and applications.",3,
Talmix,946,2018,4,1,2,"Within our network are small service providers, although the matching is done to the registered lead. There are two options here: the lead consultant proposes for the work with the expectation of using additional providers from their own micro business, or the client requires multiple contractors and effectively assembles their own mini-network. This can be done within the requirements-proposal process, or as part of the talent pooling process.",2,
Talmix,947,2018,4,1,4,"The interface is very easy to use and is designed to take clients from specifying their requirement (a guided form) through to signing off on the final invoices.
The client has their own dashboard where they can view  all projects (requisitions equivalent) submitted to the platform and their current Talmix status.",3,
Talmix,947,2019,2,1,4,"We are currently updating some of the flows within the platform to make it easier to shortlist and interview candidates, with our profiles being moved to a ne back end architecture and additioal informaion being stored with them.      Profile improvements////////////",3,
Talmix,947,2019,2,2,,,3,
Talmix,948,2018,4,1,3,There is a single buying interface for clients starting with project requirements posting.,1,
Talmix,949,2018,4,1,1,Only in the sense of,1,
Talmix,949,2018,4,2,3,"For our enterprise clients, eg Mastercard - we do run standardised PO processes (note incomplete answer from original run)",3,
Talmix,949,2019,2,1,3,Wework with our clients to use their standardised PO processes,3,
Talmix,949,2019,2,2,,,3,
Talmix,950,2018,4,1,3,In many cases the internal talent acquisition team are Talmix platform users who move their internal requests on to the Talmix platform in the categories that we have agreed are best handled through this route. ,3,
Talmix,951,2018,4,1,1,This would be handled by the client team - posting the requirement in both platforms.,0,
Talmix,951,2018,4,2,1,"We have some client buyers who are more offline and prefer this to be a manual process depending on the sensitivity of the project requirement. It is on our roadmap to do this automatically, but the manual intervention is often preferred by clients today.",1,
Talmix,952,2018,4,1,0,Not applicable - effectively we are seen as an external sourcing provider rather than a route to oter providers.,0,
Talmix,953,2018,4,1,3,"The Talmix platform is effectively an online marketplace, as any project posted is viewable not just by those who are matched, but other registered (And approved) users on the network who can apply. Unlike marketplaces the transaction is always led by the requirement, rather than the consultants having 'wares' to sell.",1,
Talmix,953,2018,4,2,2,We use aggregators to distribute project requirements when a client requests this and our relationship with other marketplace vendors allows us to now route project requirements across these platforms.,2,
Talmix,954,2018,4,1,3,"We create rate cards that slice through thousands of data points and allow both clients and consultants (ICW) to set the correct rates for project based on region, expertise, experience levels and specific unique requirements.",2,
Talmix,954,2018,4,2,3,"Consultants rates are also included in their profiles, and this is a dynamic process which can be adjusted according to different requirements.",3,WHAT WE'RE REALLY LOOKING FOR HERE IS A CLIENT'S RATE CARD FOR ITS SUPPLIERS.
Talmix,954,2019,2,1,3,"As well as our own rate information, we are increasingly working with clients to find talent in their preferred payment bands.",3,
Talmix,954,2019,2,2,,,3,
Talmix,955,2018,4,1,4,"Any member of a talent view can be selected for engagement by the client. The pools are kept up to date based on the client specification, and when the 'hire' is needed, the consultant is appointed.",3,
Talmix,956,2018,4,1,4,"The easiest way to think of this is that a Talmix user has three extenxible options: their requirement can just go to their preferred talent pool, or they can build a talent pool based on ongoing demands. If this talent pool does not deliver the exact match, say - it's the same type of talent always required but this is a one-off requirement in Portugal, then the larger network comes into play - the requirement is offered to the wider matches. Finally the size of our network, and techniques to source and grow the network, means that we are able to add in additional resources if the requirement is more complex, faster than similar providers. We typically expect a client to see first matches in 17 hours. All these steps can be self-sourced.",4,
Talmix,957,2018,4,1,3,"A bid is always part of the proposal process. Our research shows that consultants rarely bid low to win work: the expert nature of the projects mean that price is rarely a sensitive point with clients, and selection is usually based on quality and matching rather than price. Using an independent consultant with strategy firm experience represents significant overall budget savings for business, there is rarely a need to  further push pricing at the project level.",3,
Talmix,958,2018,4,1,4,All proposals can be reviewed through the dashboard and pricing is part of this. The price can be negotiated to reach the final budget prior to the agreement being generated.,3,
Talmix,959,2018,4,1,1,Basic - manual checking is used to ensure they are not full-time employed when they participate in proposals.,1,
Talmix,959,2018,4,2,1,Awaiting SM score,1,
Talmix,960,2018,4,1,1,"Our vetting process during registration relates to employment history, and then additional information is added in through the application process. References are provided on registration and stored with the profile, but are only accessed when the client engages with the consultant. Although we support checks on permits, eligibility etc, the final burden of proof resides with the client.",2,
Talmix,961,2018,4,1,2,"We provide consultants with access to third party providers for these services, and any specific requirements are included in any engagement process (eg work permits, visas, indemnity cover, etc). Because of the global coverage of our platform, we have to recommend that consultants are responsible for the specifics related to their regional jurisdiction and cannot recommend on topics like financial and legal status.",2,
Talmix,962,2018,4,1,3,"The contract is developed with the consultant through the Talmix platform, and any changes are made within that environment.",4,
Talmix,963,2018,4,1,0,Not applicable,0,
Talmix,964,2018,4,1,1,"We have standard templates for project requirements specification, screening questions, standard agreements and contracts.",3,
Talmix,965,2018,4,1,3,"The approval process remains that of the clients, but the approval of the agreement is an automated workflow from the platform, with agreements approved and signed by both parties, including any additional negotiation stages which are documented within this.",3,
Talmix,966,2018,4,1,4,All contract documentation is associated with the requirements on the platform and stored against the client and consultant accounts.,4,
Talmix,967,2018,4,1,3,"The proposal generates the agreement which includes deliverables, deadlines and total costs and is used as a project agreement that can feed into any project management process, ",3,
Talmix,968,2018,4,1,0,Not applicable,0,
Talmix,969,2018,4,1,0,Not applicable,0,
Talmix,970,2018,4,1,1,"Because of the varied types of engagment, including remote projects, this process is handled by the client once the agreement has been completed.",2,
Talmix,970,2019,2,1,2,,2,
Talmix,970,2019,2,2,,,2,
Talmix,971,2018,4,1,1,"There is no additional project management, other than notification of project start, end and any intermediate billing steps.",1,
Talmix,972,2018,4,1,0,"Our engagements are completed as day rates (or total fixed cost) and the agreement is then drawn up on the total time anticipated and agreed for the project duration. Any additional time is added as an extension, but the billing is not done through an hourly time sheet system.",0,
Talmix,973,2018,4,1,1,The project dashboard allows interactions but is not a dedicated project space.,0,
Talmix,974,2018,4,1,2,"The project requirements can cover both internal and external support. We have surveyed consultants and found that most(c 80%)  are willing to be a part of a blended team. In terms of establishing that team, at present the talent views are of available Talmix talent, but the intention is to include a client's own teams in these pools so that we can create fluid teams and talent pools for resourcing any kind of client requirement, and managing this in one place.",0,
Talmix,974,2018,4,2,1,We do onboard consultants from client's own networks into our talent views .,,QUESTION IS REALLY ABOUT A CLIENT'S OWN LEGAL EMPLOYEES
Talmix,974,2019,2,1,1,"Although we continue to engage with clients on adding internal employees to a project mix, this is still a discussion only stage and they have not yet been added to our talent views. ",1,
Talmix,974,2019,2,2,,,1,
Talmix,975,2018,4,1,0,This is outside our scope. ,0,
Talmix,976,2018,4,1,0,This is outside our scope. ,0,
Talmix,977,2018,4,1,3,"There is no specific tracking, but the agreement is based on the deliverables and dates towards those when the proposal is accepted.",2,
Talmix,978,2018,4,1,0,Not applicable,0,
Talmix,979,2018,4,1,1,This is a manual check-in where we take feedback from both client and consultant on progress. If there is any issue then this is flagged and we look at revised agreements or alternative providers.,1,
Talmix,980,2018,4,1,2,We generate extension projects and agreements automatically if there is any change in the project. This can be done as a supplementary project to handle the change. We also support conversion of the engagement from temporary to permanent.,2,
Talmix,981,2018,4,1,1,"This isn't covered beyond additional invoicing steps, and revise terms if there is a conversion to a permanent placement.",1,
Talmix,982,2018,4,1,2,We only issue an invoice to the client if they confirm that the project deliverables have been delivered to an acceptable standard. This is a final check stage after the consultant submits their final invoice.,1,
Talmix,983,2018,4,1,1,Most projects are managed on an agreed deliverables/duration basis so this is not applicable.,1,
Talmix,984,2018,4,1,4,Clients are asked to rate their consultant (And consultants rate their client experience) at the end of each project and this information forms part of the ongoing profile for matching scores of the consultant.,3,
Talmix,985,2018,4,1,2,"All IP associated with the project remains with the client. We don't store any information, other than the project details and agreements.",1,
Talmix,986,2018,4,1,0,This is again outside Talmix scope,0,
Talmix,987,2018,4,1,4,"A consultant can always return to a talent pool ready for future projects, or if new talent views are requested for which they are matched, they can be added to these.",3,
Talmix,988,2018,4,1,,"Invoices are issued in a regular cycle, with timesheet signoff required from relevant team leads before issue",3,
Talmix,988,2019,2,1,3,,3,
Talmix,988,2019,2,2,,,3,
Talmix,989,2018,4,1,3,"Invoices based on the agreement and work done can be issued both by paper and electronically. The manual process allows flexibility, with information residing on the platform",3,
Talmix,990,2018,4,1,3,"Invoices based on the agreement and work done can be issued both by paper and electronically. The manual process allows flexibility, with information residing on the platform",3,
Talmix,991,2018,4,1,3,"Invoices are issued by ICWs in a regular cycle, pre-agreed by all parties, based on platform recorded agreements",4,
Talmix,992,2018,4,1,3,"All invoices require review and approval from relevant project owners, with more detailed timesheets available at request",3,
Talmix,993,2018,4,1,4,"Due to the manual process, exception processing and PO reconciliation is enabled through flexible measures",1,
Talmix,994,2018,4,1,3,Payment terms agreed by all parties can be easily facilitated ,3,
Talmix,995,2018,4,1,4,Escrow funding is possible at Talmix at ICW discretion,4,
Talmix,996,2018,4,1,2,We have not had this requested to date - it should be supportable ,1,
Talmix,997,2018,4,1,2,This should be supportable ,1,
Talmix,998,2018,4,1,2,"For suitable projects, at the agreement of all parties, international payment methods are available with Stripe and PayPal previously used",3,
Talmix,999,2018,4,1,0,"We do not currently facilitate payment by ""alternative"" payment systems",0,
Talmix,1000,2018,4,1,4,"Talent pools can be set up for any user type. They represent a view of the consultants in the network who match an ongoing set of requirements, and can be updated or modified by the account owner, or anyone assigned to be able to view them. ",3,
Talmix,1001,2018,4,1,4,"The account owner can specify talent pool requirements: the resulting views can be shared within an account. To set up a new talent pool, you must be a registered account user on Talmix.",3,
Talmix,1002,2018,4,1,4,"This makes use of Talmix algorithms for matching against requirement, and updating the view as new consultants matching those requirements come into the pool. For example we have a talent pool for ex-McKinsey consultants in Germany; for junior strategy consultants in the GCC; for financial payments specialists etc. Clients can have multiple views based on their ongoing requirements.",3,
Talmix,1002,2018,4,2,4,"We do this for large consultancy clients, building their alumni networks into talent views and bringing existing consultants into Talmix networks.",,WE CONSIDER THIS A STANDARD CAPABILITY (3) ACROSS ICW SOLUTIONS
Talmix,1002,2019,2,1,4,"Once any consultant is onboarded (ie approved through the registration process) they are effectively in the 'large' talent pool of our network, and then added in to any talent pools for ongoing client requirements if they match those profile criteria. ",3,
Talmix,1002,2019,2,2,,discuss,3,
Talmix,1003,2018,4,1,4,"The talent pools at present are built from the overall Talmix network: in time we see that these will be amalgamated with other networks 'managed' by the client to take advantage of the speed of the matching process with Talmix, while encompassing the broader reach. We see our purpose as making the connections across all talent sources.",1,
Talmix,1003,2018,4,2,2,Our relationship with other online marketplaces allows us to both onboard their talent and also to add our consultants into their networks,,WOULD LIKE TO DISCUSS - CLARIFY 
Talmix,1003,2019,2,1,3,Our global reach means that other marketplaces are working with us to extend their capabilities by using our network and buildling talent pools for clients with this mixed network.,3,
Talmix,1003,2019,2,2,,discuss,3,
Talmix,1004,2018,4,1,3,"Again our aim is to add in any kind of talent into these pools so that the requirement of the client to make connections into the best talent for a project or other need is fulfilled. At present this can be done by adding existing contacts to the platform, but in time this will be a more streamlined process.",2,
Talmix,1005,2018,4,1,4,"A consultant can belong to many talent pools: they are virtual views based on matches. They can also 'opt out' of particular pools if they are not available, or not interested in the opportunity.",3,
Talmix,1006,2018,4,1,4,"Every consultant has an editable profile which they can modify at any stage. In addition they provide targeted information with each proposal, to create a dynamic view of their capabilities. This is supported by their resumé - again they can upload different versions.",3,
Talmix,1006,2019,2,1,4,Consultant profiles have public views that can be shared with team members. We use the application module to provide the tailored/dynamic view of the elements of the ICW profile that are applicable to each requirement.,3,
Talmix,1006,2019,2,2,,discuss,3,
Talmix,1007,2018,4,1,4,An end user can message any consultant in the talent pool at any time. They are effectively in an 'always applying' state.,3,
Talmix,1008,2018,4,1,1,Onboarding follows the client's processes: once selected and the agreement generated it is out of Talmix workflows.,1,
Talmix,1009,2018,4,1,3,The platform is accessible from all mobile devices.,3,
Talmix,1010,2018,4,1,3,"The entire requirements to agreement process can be managed through mobile, although most prefer to access through desktop. We have not added any additional mobile functionality.",3,
Talmix,1011,2018,4,1,3,"The consultant (ICW) view where they can view profiles, projects, project proposals from their dashboard is also accessible from mobile devices.",2,
Talmix,1012,2018,4,1,0,Not applicable,0,
Talmix,1013,2018,4,1,5,This is a totally seamless integration: the platform is used to register and access all the talent in the network.,4,
Talmix,1014,2018,4,1,1,"We do not integrate with third party marketplaces, although we work with some other providers to provide access to our talent as we have a more global reach than other providers in this space.",0,
Talmix,1015,2018,4,1,0,We do not have a VMS as part of our solution,0,
Talmix,1016,2018,4,1,0,"At present we do not have any native integrations with VMS. We work with companies who use VMS and are able to comply to their requirements, but there is no API in place.",0,
Talmix,1017,2018,4,1,1,We have been in talks with Fieldglass and with Beeline/IQN about possible test integrations for specific clients.,1,
Talmix,1017,2019,2,2,,,1,
Talmix,1018,2018,4,1,0,We do not have any MSP Support - our talent network is built directly by us.,0,
Talmix,1019,2018,4,1,0,Not applicable,0,
Talmix,1020,2018,4,1,1,"At present we do not have any native integrations with MSPs. We work with companies who use MSPs and are able to comply to their requirements, but there is no API in place.",1,
Talmix,1021,2018,4,1,0,Not applicable,,
Talmix,1022,2018,4,1,,,0,
Talmix,1023,2018,4,1,,,0,
Talmix,1024,2018,4,1,,,0,
Talmix,1025,2018,4,1,,,0,
Talmix,1026,2018,4,1,2,"We act as an agent: the consultant invoices us, we invoice the client. The client pays us and we pay the consultant. The consultant at all times is self-employed and we remain compliant in all aspects of legislation to avoid quasi-employment status.",3,
Talmix,1027,2018,4,1,2,"No Talmix consultant is excusively 'employed' by Talmix and this covers our compliance. Their work is performed for different clients even through the platform, retaining their independent status and compliance.",1,
Talmix,1028,2018,4,1,0,Not Applicable,0,
Talmix,1029,2018,4,1,0,Not applicable,0,
Talmix,1030,2018,4,1,0,Not applicable,0,
Talmix,1031,2018,4,1,0,Not Applicable,0,
Talmix,1039,2018,4,1,,,2,
Talmix,1039,2018,4,2,2,"Connection between platform and Salesforce allows reporting on engagements, rates, time to fill, types of ICW used and this is shared with clients on request.",2,
Talmix,1042,2018,4,1,,,2,
Talmix,1042,2018,4,2,3,"Every consultant has their own dashboard showing their suggested opportunities,outstanding proposals and projects worked on. We can provide a screenshot of this.",3,
Talmix,1047,2018,4,1,,,2,
Talmix,1047,2018,4,2,2,"We collect feedback and provide anlysis of types of ICW used, average rates, and regional and sector variations.",3,
Shortlist,1048,2018,4,1,3,"Boolean, currently we are in a process of implementing semantic / AI&ML based talent matching system",2,
Shortlist,1049,2018,4,1,0,"Not supported now,  currently we are in a process of implementing semantic / AI&ML based matching system",0,
