m_id,persona_id,e_id,weight,user_id
1,1,2025,0,1
1,2,2025,1,1
1,3,2025,1,1
1,4,2025,0.8,1
1,5,2025,0.6,1
1,1,2026,0,1
1,2,2026,1,1
1,3,2026,1,1
1,4,2026,0.8,1
1,5,2026,0.4,1
1,1,2027,0.4,1
1,2,2027,1,1
1,3,2027,1,1
1,4,2027,1,1
1,5,2027,0.6,1
1,1,2028,0.2,1
1,2,2028,1,1
1,3,2028,1,1
1,4,2028,1,1
1,5,2028,0.6,1
1,1,2029,0,1
1,2,2029,0,1
1,3,2029,0,1
1,4,2029,0,1
1,5,2029,0,1
1,1,2030,0,1
1,2,2030,0,1
1,3,2030,0,1
1,4,2030,0,1
1,5,2030,0,1
1,1,2031,0.2,1
1,2,2031,1,1
1,3,2031,0.8,1
1,4,2031,1,1
1,5,2031,0.6,1
1,1,2032,0,1
1,2,2032,0.8,1
1,3,2032,1,1
1,4,2032,1,1
1,5,2032,0.4,1
1,1,2033,0,1
1,2,2033,1,1
1,3,2033,0.8,1
1,4,2033,1,1
1,5,2033,0.2,1
1,1,2034,0.2,1
1,2,2034,1,1
1,3,2034,0.8,1
1,4,2034,1,1
1,5,2034,0.6,1
1,1,2035,0.4,1
1,2,2035,1,1
1,3,2035,0.8,1
1,4,2035,1,1
1,5,2035,0.6,1
1,1,2037,0,1
1,2,2037,1,1
1,3,2037,0.8,1
1,4,2037,1,1
1,5,2037,0.2,1
1,1,2040,0,1
1,2,2040,0.8,1
1,3,2040,1,1
1,4,2040,1,1
1,5,2040,0.2,1
1,1,2041,0.4,1
1,2,2041,0.8,1
1,3,2041,1,1
1,4,2041,1,1
1,5,2041,0.4,1
1,1,2042,0.2,1
1,2,2042,0.8,1
1,3,2042,1,1
1,4,2042,1,1
1,5,2042,0.4,1
1,1,2043,0,1
1,2,2043,0.6,1
1,3,2043,0.4,1
1,4,2043,1,1
1,5,2043,0.2,1
1,1,2044,1,1
1,2,2044,1,1
1,3,2044,1,1
1,4,2044,1,1
1,5,2044,1,1
1,1,2050,0.2,1
1,2,2050,1,1
1,3,2050,1,1
1,4,2050,1,1
1,5,2050,0.4,1
1,1,2051,0.2,1
1,2,2051,1,1
1,3,2051,0.6,1
1,4,2051,1,1
1,5,2051,0.4,1
1,1,2052,0.2,1
1,2,2052,1,1
1,3,2052,0.6,1
1,4,2052,1,1
1,5,2052,0.4,1
1,1,2053,0,1
1,2,2053,1,1
1,3,2053,0.6,1
1,4,2053,1,1
1,5,2053,0,1
1,1,2054,0.4,1
1,2,2054,1,1
1,3,2054,0.8,1
1,4,2054,1,1
1,5,2054,0.6,1
1,1,2055,0.4,1
1,2,2055,1,1
1,3,2055,0.8,1
1,4,2055,1,1
1,5,2055,0.6,1
1,1,2056,0,1
1,2,2056,0.6,1
1,3,2056,0.4,1
1,4,2056,1,1
1,5,2056,0,1
1,1,2057,0.2,1
1,2,2057,1,1
1,3,2057,1,1
1,4,2057,0.6,1
1,5,2057,0.6,1
1,1,2058,0.6,1
1,2,2058,0.8,1
1,3,2058,1,1
1,4,2058,0.8,1
1,5,2058,0.6,1
1,1,2059,0.2,1
1,2,2059,0.8,1
1,3,2059,1,1
1,4,2059,0.8,1
1,5,2059,0.4,1
1,1,2060,0,1
1,2,2060,0.8,1
1,3,2060,1,1
1,4,2060,0.6,1
1,5,2060,0.2,1
1,1,2061,0.4,1
1,2,2061,1,1
1,3,2061,1,1
1,4,2061,1,1
1,5,2061,0.4,1
1,1,2064,0.2,1
1,2,2064,1,1
1,3,2064,1,1
1,4,2064,0.6,1
1,5,2064,0.2,1
1,1,2065,0.4,1
1,2,2065,1,1
1,3,2065,1,1
1,4,2065,0.6,1
1,5,2065,0.6,1
1,1,2066,0.2,1
1,2,2066,1,1
1,3,2066,1,1
1,4,2066,0.8,1
1,5,2066,0.2,1
1,1,2077,0,1
1,2,2077,0.8,1
1,3,2077,0.6,1
1,4,2077,0.4,1
1,5,2077,0.2,1
1,1,2078,0.6,1
1,2,2078,1,1
1,3,2078,1,1
1,4,2078,0.8,1
1,5,2078,0.6,1
1,1,2079,0.4,1
1,2,2079,1,1
1,3,2079,0.8,1
1,4,2079,0.6,1
1,5,2079,0.4,1
1,1,2080,0.4,1
1,2,2080,1,1
1,3,2080,0.6,1
1,4,2080,0.4,1
1,5,2080,0.2,1
1,1,2081,0,1
1,2,2081,0.6,1
1,3,2081,0.6,1
1,4,2081,0.2,1
1,5,2081,0,1
1,1,2082,0.4,1
1,2,2082,1,1
1,3,2082,0.8,1
1,4,2082,0.6,1
1,5,2082,0.4,1
1,1,2083,0,1
1,2,2083,0.8,1
1,3,2083,0.6,1
1,4,2083,0.4,1
1,5,2083,0,1
1,1,2084,0,1
1,2,2084,0,1
1,3,2084,0,1
1,4,2084,0,1
1,5,2084,0,1
1,1,2085,0.4,1
1,2,2085,1,1
1,3,2085,0.8,1
1,4,2085,0.8,1
1,5,2085,1,1
1,1,2086,0.2,1
1,2,2086,1,1
1,3,2086,1,1
1,4,2086,1,1
1,5,2086,0.5,1
1,1,2087,0,1
1,2,2087,0.8,1
1,3,2087,0.6,1
1,4,2087,0.6,1
1,5,2087,0.3,1
1,1,2088,0,1
1,2,2088,0.6,1
1,3,2088,0.6,1
1,4,2088,0.6,1
1,5,2088,1,1
1,1,2089,1,1
1,2,2089,1,1
1,3,2089,1,1
1,4,2089,1,1
1,5,2089,1,1
1,1,2090,0.2,1
1,2,2090,0.8,1
1,3,2090,1,1
1,4,2090,0.6,1
1,5,2090,0.6,1
1,1,2091,0.5,1
1,2,2091,1,1
1,3,2091,1,1
1,4,2091,1,1
1,5,2091,0.8,1
1,1,2092,0.5,1
1,2,2092,1,1
1,3,2092,1,1
1,4,2092,1,1
1,5,2092,0.8,1
1,1,2093,0.5,1
1,2,2093,1,1
1,3,2093,1,1
1,4,2093,1,1
1,5,2093,0.8,1
1,1,2094,0.5,1
1,2,2094,1,1
1,3,2094,1,1
1,4,2094,1,1
1,5,2094,0.8,1
1,1,2095,0.2,1
1,2,2095,0.8,1
1,3,2095,1,1
1,4,2095,1,1
1,5,2095,0.5,1
1,1,2096,0.2,1
1,2,2096,0.8,1
1,3,2096,1,1
1,4,2096,1,1
1,5,2096,0.5,1
1,1,2097,0.2,1
1,2,2097,1,1
1,3,2097,1,1
1,4,2097,1,1
1,5,2097,0.5,1
1,1,2098,0.6,1
1,2,2098,1,1
1,3,2098,1,1
1,4,2098,1,1
1,5,2098,0.6,1
1,1,2099,0,1
1,2,2099,0.4,1
1,3,2099,0.2,1
1,4,2099,0.2,1
1,5,2099,0.2,1
1,1,2100,0.2,1
1,2,2100,0.9,1
1,3,2100,1,1
1,4,2100,1,1
1,5,2100,0.6,1
1,1,2101,0,1
1,2,2101,0.6,1
1,3,2101,0.3,1
1,4,2101,0.3,1
1,5,2101,0.5,1
1,1,2102,0.4,1
1,2,2102,0.8,1
1,3,2102,0.6,1
1,4,2102,0.6,1
1,5,2102,0.4,1
1,1,2103,0.1,1
1,2,2103,0.8,1
1,3,2103,0.6,1
1,4,2103,0.6,1
1,5,2103,0.2,1
1,1,2104,0.1,1
1,2,2104,0.8,1
1,3,2104,0.4,1
1,4,2104,0.4,1
1,5,2104,0.2,1
1,1,2105,0.6,1
1,2,2105,1,1
1,3,2105,1,1
1,4,2105,0.6,1
1,5,2105,0.6,1
1,1,2106,1,1
1,2,2106,1,1
1,3,2106,1,1
1,4,2106,1,1
1,5,2106,1,1
1,1,2107,0.6,1
1,2,2107,1,1
1,3,2107,0.8,1
1,4,2107,0.8,1
1,5,2107,0.6,1
1,1,2108,0.6,1
1,2,2108,1,1
1,3,2108,0.8,1
1,4,2108,0.8,1
1,5,2108,0.6,1
1,1,2109,0.2,1
1,2,2109,1,1
1,3,2109,0.8,1
1,4,2109,0.6,1
1,5,2109,0.2,1
1,1,2110,0.6,1
1,2,2110,1,1
1,3,2110,0.8,1
1,4,2110,0.8,1
1,5,2110,0.6,1
1,1,2111,0.2,1
1,2,2111,1,1
1,3,2111,0.6,1
1,4,2111,0.6,1
1,5,2111,0.4,1
1,1,2112,0,1
1,2,2112,0.8,1
1,3,2112,0.6,1
1,4,2112,0.4,1
1,5,2112,0,1
1,1,2113,0,1
1,2,2113,1,1
1,3,2113,0.4,1
1,4,2113,0.4,1
1,5,2113,0.2,1
1,1,2114,0.6,1
1,2,2114,1,1
1,3,2114,1,1
1,4,2114,0.6,1
1,5,2114,0.4,1
1,1,2115,0,1
1,2,2115,0.8,1
1,3,2115,0.8,1
1,4,2115,0.8,1
1,5,2115,0.4,1
1,1,2116,0.2,1
1,2,2116,1,1
1,3,2116,0.6,1
1,4,2116,1,1
1,5,2116,0.4,1
1,1,2117,0,1
1,2,2117,1,1
1,3,2117,0.6,1
1,4,2117,1,1
1,5,2117,0.2,1
1,1,2118,0.2,1
1,2,2118,0.8,1
1,3,2118,0.6,1
1,4,2118,0.8,1
1,5,2118,0.1,1
1,1,2119,0,1
1,2,2119,0.8,1
1,3,2119,0.8,1
1,4,2119,0.6,1
1,5,2119,0,1
1,1,2120,0,1
1,2,2120,1,1
1,3,2120,0.8,1
1,4,2120,0.8,1
1,5,2120,0.4,1
1,1,2121,0.6,1
1,2,2121,1,1
1,3,2121,0.8,1
1,4,2121,0.6,1
1,5,2121,0.6,1
1,1,2122,0,1
1,2,2122,1,1
1,3,2122,0.8,1
1,4,2122,0.4,1
1,5,2122,0,1
1,1,2123,0,1
1,2,2123,1,1
1,3,2123,0,1
1,4,2123,0,1
1,5,2123,0,1
1,1,2124,0.2,1
1,2,2124,1,1
1,3,2124,0.8,1
1,4,2124,0.4,1
1,5,2124,0.2,1
1,1,2125,0.2,1
1,2,2125,1,1
1,3,2125,0.8,1
1,4,2125,0.2,1
1,5,2125,0.2,1
1,1,2126,0,1
1,2,2126,1,1
1,3,2126,0.2,1
1,4,2126,0,1
1,5,2126,0,1
1,1,2127,0,1
1,2,2127,1,1
1,3,2127,0.2,1
1,4,2127,0.2,1
1,5,2127,0,1
1,1,2128,0.2,1
1,2,2128,1,1
1,3,2128,1,1
1,4,2128,0.6,1
1,5,2128,0.2,1
1,1,2129,0.4,1
1,2,2129,1,1
1,3,2129,1,1
1,4,2129,1,1
1,5,2129,0.8,1
1,1,2130,0.1,1
1,2,2130,0.8,1
1,3,2130,0.6,1
1,4,2130,1,1
1,5,2130,0.8,1
1,1,2131,0.4,1
1,2,2131,1,1
1,3,2131,1,1
1,4,2131,1,1
1,5,2131,1,1
1,1,2132,0.6,1
1,2,2132,0.8,1
1,3,2132,0.8,1
1,4,2132,1,1
1,5,2132,1,1
1,1,2133,0.6,1
1,2,2133,0.8,1
1,3,2133,0.8,1
1,4,2133,1,1
1,5,2133,0.6,1
1,1,2134,0.4,1
1,2,2134,1,1
1,3,2134,1,1
1,4,2134,1,1
1,5,2134,1,1
1,1,2135,0.2,1
1,2,2135,0.8,1
1,3,2135,0.8,1
1,4,2135,1,1
1,5,2135,0.2,1
1,1,2136,0.2,1
1,2,2136,0.8,1
1,3,2136,0.8,1
1,4,2136,1,1
1,5,2136,0.2,1
1,1,2137,0.4,1
1,2,2137,0.8,1
1,3,2137,0.8,1
1,4,2137,1,1
1,5,2137,0.2,1
1,1,2138,0,1
1,2,2138,0.8,1
1,3,2138,0.8,1
1,4,2138,1,1
1,5,2138,0.8,1
1,1,2139,0,1
1,2,2139,0.6,1
1,3,2139,0.1,1
1,4,2139,1,1
1,5,2139,0.6,1
1,1,2140,0,1
1,2,2140,1,1
1,3,2140,0.6,1
1,4,2140,1,1
1,5,2140,0.6,1
1,1,2141,0,1
1,2,2141,1,1
1,3,2141,1,1
1,4,2141,1,1
1,5,2141,0.8,1
1,1,2142,0.8,1
1,2,2142,1,1
1,3,2142,0.6,1
1,4,2142,1,1
1,5,2142,0.6,1
1,1,2143,0.4,1
1,2,2143,1,1
1,3,2143,0.6,1
1,4,2143,1,1
1,5,2143,0.4,1
1,1,2144,0.4,1
1,2,2144,1,1
1,3,2144,0.6,1
1,4,2144,0.6,1
1,5,2144,0.4,1
1,1,2145,0.2,1
1,2,2145,1,1
1,3,2145,0.6,1
1,4,2145,0.4,1
1,5,2145,0.2,1
1,1,2146,0.1,1
1,2,2146,1,1
1,3,2146,0.6,1
1,4,2146,0.6,1
1,5,2146,0.1,1
1,1,2147,0.4,1
1,2,2147,1,1
1,3,2147,1,1
1,4,2147,0.6,1
1,5,2147,0.4,1
1,1,2148,1,1
1,2,2148,1,1
1,3,2148,1,1
1,4,2148,1,1
1,5,2148,1,1
1,1,2214,0.6,1
1,2,2214,1,1
1,3,2214,1,1
1,4,2214,0.6,1
1,5,2214,0.8,1
1,1,2215,0.6,1
1,2,2215,1,1
1,3,2215,1,1
1,4,2215,0.6,1
1,5,2215,1,1
1,1,2216,0.2,1
1,2,2216,0.8,1
1,3,2216,1,1
1,4,2216,0.4,1
1,5,2216,0.6,1
1,1,2217,0.6,1
1,2,2217,1,1
1,3,2217,1,1
1,4,2217,0.6,1
1,5,2217,0.6,1
1,1,2218,0.6,1
1,2,2218,0.8,1
1,3,2218,1,1
1,4,2218,0.8,1
1,5,2218,1,1
1,1,2219,0.6,1
1,2,2219,0.8,1
1,3,2219,1,1
1,4,2219,0.6,1
1,5,2219,0.6,1
1,1,2220,0.6,1
1,2,2220,0.8,1
1,3,2220,1,1
1,4,2220,0.6,1
1,5,2220,0.8,1
1,1,2221,0.1,1
1,2,2221,0.8,1
1,3,2221,1,1
1,4,2221,0.2,1
1,5,2221,0.2,1
1,1,2222,0.6,1
1,2,2222,1,1
1,3,2222,1,1
1,4,2222,0.6,1
1,5,2222,0.8,1
1,1,2223,0.2,1
1,2,2223,0.8,1
1,3,2223,1,1
1,4,2223,0.2,1
1,5,2223,0.2,1
1,1,2224,0.1,1
1,2,2224,1,1
1,3,2224,1,1
1,4,2224,0.1,1
1,5,2224,0.1,1
1,1,2225,0.1,1
1,2,2225,0.8,1
1,3,2225,1,1
1,4,2225,0.1,1
1,5,2225,0.1,1
1,1,2226,0.4,1
1,2,2226,0.8,1
1,3,2226,1,1
1,4,2226,0.4,1
1,5,2226,0.4,1
1,1,2230,0.8,1
1,2,2230,1,1
1,3,2230,1,1
1,4,2230,0.6,1
1,5,2230,0.8,1
1,1,2447,0.6,1
1,2,2447,1,1
1,3,2447,1,1
1,4,2447,0.8,1
1,5,2447,0.8,1
1,1,2448,0.6,1
1,2,2448,1,1
1,3,2448,1,1
1,4,2448,0.8,1
1,5,2448,0.8,1
1,1,2449,0.6,1
1,2,2449,1,1
1,3,2449,1,1
1,4,2449,0.8,1
1,5,2449,0.8,1
1,1,2450,0.5,1
1,2,2450,1,1
1,3,2450,0.8,1
1,4,2450,0.8,1
1,5,2450,0.8,1
1,1,2451,0.5,1
1,2,2451,1,1
1,3,2451,0.8,1
1,4,2451,0.8,1
1,5,2451,0.8,1
1,1,2452,0.5,1
1,2,2452,1,1
1,3,2452,0.8,1
1,4,2452,0.8,1
1,5,2452,0.8,1
1,1,2453,0.5,1
1,2,2453,1,1
1,3,2453,1,1
1,4,2453,0.8,1
1,5,2453,0.8,1
1,1,2454,0.8,1
1,2,2454,1,1
1,3,2454,1,1
1,4,2454,0.6,1
1,5,2454,0.6,1
1,1,2455,0.8,1
1,2,2455,1,1
1,3,2455,0.8,1
1,4,2455,1,1
1,5,2455,0.8,1
1,1,2456,0.5,1
1,2,2456,1,1
1,3,2456,0.8,1
1,4,2456,0.8,1
1,5,2456,0.6,1
1,1,2457,0.5,1
1,2,2457,1,1
1,3,2457,0.8,1
1,4,2457,0.8,1
1,5,2457,0.8,1
1,1,2458,0.5,1
1,2,2458,1,1
1,3,2458,0.8,1
1,4,2458,0.6,1
1,5,2458,0.6,1
1,1,2459,0.5,1
1,2,2459,1,1
1,3,2459,0.8,1
1,4,2459,0.8,1
1,5,2459,0.6,1
1,1,2460,0.5,1
1,2,2460,1,1
1,3,2460,0.8,1
1,4,2460,0.8,1
1,5,2460,0.6,1
1,1,2461,0.5,1
1,2,2461,1,1
1,3,2461,0.8,1
1,4,2461,0.8,1
1,5,2461,1,1
1,1,2462,0.5,1
1,2,2462,1,1
1,3,2462,0.8,1
1,4,2462,0.8,1
1,5,2462,1,1
1,1,2463,0.5,1
1,2,2463,1,1
1,3,2463,0.8,1
1,4,2463,0.6,1
1,5,2463,0.6,1
1,1,2464,0.2,1
1,2,2464,1,1
1,3,2464,0.8,1
1,4,2464,0.5,1
1,5,2464,0.5,1
1,1,2465,0.5,1
1,2,2465,1,1
1,3,2465,0.8,1
1,4,2465,0.8,1
1,5,2465,0.6,1
1,1,2466,0.5,1
1,2,2466,1,1
1,3,2466,0.8,1
1,4,2466,0.8,1
1,5,2466,1,1
1,1,2467,0.2,1
1,2,2467,1,1
1,3,2467,0.8,1
1,4,2467,0.6,1
1,5,2467,0.4,1
1,1,2468,0.8,1
1,2,2468,1,1
1,3,2468,1,1
1,4,2468,0.8,1
1,5,2468,0.8,1
1,1,2469,0.8,1
1,2,2469,1,1
1,3,2469,1,1
1,4,2469,0.8,1
1,5,2469,0.8,1
1,1,2470,0,1
1,2,2470,1,1
1,3,2470,0.6,1
1,4,2470,0.2,1
1,5,2470,0.2,1
1,1,2471,0.2,1
1,2,2471,1,1
1,3,2471,1,1
1,4,2471,0.6,1
1,5,2471,0.6,1
1,1,2472,0.5,1
1,2,2472,1,1
1,3,2472,0.8,1
1,4,2472,1,1
1,5,2472,0.6,1
1,1,2473,0.5,1
1,2,2473,1,1
1,3,2473,0.8,1
1,4,2473,1,1
1,5,2473,0.6,1
1,1,2474,1,1
1,2,2474,1,1
1,3,2474,1,1
1,4,2474,0.8,1
1,5,2474,0.6,1
1,1,2475,0.8,1
1,2,2475,1,1
1,3,2475,0.8,1
1,4,2475,1,1
1,5,2475,0.6,1
1,1,2476,0.5,1
1,2,2476,1,1
1,3,2476,0.8,1
1,4,2476,1,1
1,5,2476,0.8,1
1,1,2477,0.8,1
1,2,2477,1,1
1,3,2477,0.8,1
1,4,2477,1,1
1,5,2477,0.8,1
1,1,2478,0.8,1
1,2,2478,1,1
1,3,2478,0.8,1
1,4,2478,1,1
1,5,2478,0.8,1
1,1,2479,0.2,1
1,2,2479,1,1
1,3,2479,0.6,1
1,4,2479,0.6,1
1,5,2479,0.4,1
1,1,2480,0.4,1
1,2,2480,1,1
1,3,2480,0.6,1
1,4,2480,0.6,1
1,5,2480,0.4,1
1,1,2481,0.8,1
1,2,2481,1,1
1,3,2481,0.8,1
1,4,2481,0.8,1
1,5,2481,0.8,1
1,1,2482,0.4,1
1,2,2482,1,1
1,3,2482,0.8,1
1,4,2482,0.6,1
1,5,2482,0.4,1
1,1,2483,0.4,1
1,2,2483,1,1
1,3,2483,0.6,1
1,4,2483,0.6,1
1,5,2483,0.4,1
1,1,2484,0.6,1
1,2,2484,1,1
1,3,2484,0.6,1
1,4,2484,0.8,1
1,5,2484,0.6,1
1,1,2485,0.2,1
1,2,2485,1,1
1,3,2485,0.6,1
1,4,2485,0.6,1
1,5,2485,0.2,1
1,1,2486,0.2,1
1,2,2486,1,1
1,3,2486,0.8,1
1,4,2486,0.5,1
1,5,2486,0.5,1
1,1,2487,0.4,1
1,2,2487,1,1
1,3,2487,0.6,1
1,4,2487,0.6,1
1,5,2487,0.4,1
1,1,2488,0.4,1
1,2,2488,1,1
1,3,2488,1,1
1,4,2488,0.6,1
1,5,2488,0.8,1
1,1,2489,0.4,1
1,2,2489,1,1
1,3,2489,0.8,1
1,4,2489,0.8,1
1,5,2489,0.8,1
1,1,2490,0.2,1
1,2,2490,1,1
1,3,2490,0.8,1
1,4,2490,0.8,1
1,5,2490,0.4,1
1,1,2491,0.2,1
1,2,2491,1,1
1,3,2491,1,1
1,4,2491,0.8,1
1,5,2491,0.6,1
1,1,2492,0.4,1
1,2,2492,1,1
1,3,2492,1,1
1,4,2492,0.8,1
1,5,2492,0.8,1
1,1,2493,0.6,1
1,2,2493,1,1
1,3,2493,0.6,1
1,4,2493,0.6,1
1,5,2493,0.6,1
1,1,2494,0.6,1
1,2,2494,1,1
1,3,2494,0.6,1
1,4,2494,0.6,1
1,5,2494,0.6,1
1,1,2495,0.6,1
1,2,2495,1,1
1,3,2495,0.6,1
1,4,2495,0.6,1
1,5,2495,0.6,1
1,1,2496,0.2,1
1,2,2496,1,1
1,3,2496,0.6,1
1,4,2496,0.6,1
1,5,2496,0.2,1
1,1,2497,0.1,1
1,2,2497,1,1
1,3,2497,0.6,1
1,4,2497,0.4,1
1,5,2497,0.1,1
1,1,2498,0.2,1
1,2,2498,1,1
1,3,2498,0.6,1
1,4,2498,0.6,1
1,5,2498,0.4,1
1,1,2499,0.8,1
1,2,2499,1,1
1,3,2499,0.6,1
1,4,2499,0.8,1
1,5,2499,0.8,1
1,1,2500,0.2,1
1,2,2500,1,1
1,3,2500,0.6,1
1,4,2500,0.6,1
1,5,2500,0.4,1
1,1,2501,0.1,1
1,2,2501,1,1
1,3,2501,0.6,1
1,4,2501,0.2,1
1,5,2501,0.1,1
1,1,2502,0.2,1
1,2,2502,1,1
1,3,2502,0.8,1
1,4,2502,0.5,1
1,5,2502,0.5,1
1,1,2503,0.4,1
1,2,2503,1,1
1,3,2503,1,1
1,4,2503,0.6,1
1,5,2503,0.4,1
1,1,2504,0.4,1
1,2,2504,1,1
1,3,2504,0.8,1
1,4,2504,0.6,1
1,5,2504,0.8,1
1,1,2505,0.4,1
1,2,2505,1,1
1,3,2505,0.6,1
1,4,2505,0.6,1
1,5,2505,0.8,1
1,1,2506,0.4,1
1,2,2506,1,1
1,3,2506,0.8,1
1,4,2506,0.6,1
1,5,2506,0.8,1
1,1,2507,0.1,1
1,2,2507,1,1
1,3,2507,0.6,1
1,4,2507,0.6,1
1,5,2507,0.8,1
1,1,2508,0.1,1
1,2,2508,1,1
1,3,2508,0.6,1
1,4,2508,0.6,1
1,5,2508,0.6,1
1,1,2509,0.1,1
1,2,2509,1,1
1,3,2509,1,1
1,4,2509,0.6,1
1,5,2509,0.8,1
1,1,2510,0.1,1
1,2,2510,1,1
1,3,2510,1,1
1,4,2510,0.6,1
1,5,2510,0.8,1
1,1,2511,0.1,1
1,2,2511,1,1
1,3,2511,1,1
1,4,2511,0.4,1
1,5,2511,0.6,1
1,1,2512,0.4,1
1,2,2512,1,1
1,3,2512,0.6,1
1,4,2512,0.8,1
1,5,2512,0.6,1
1,1,2513,0.4,1
1,2,2513,1,1
1,3,2513,0.8,1
1,4,2513,1,1
1,5,2513,0.6,1
1,1,2514,0.4,1
1,2,2514,1,1
1,3,2514,0.8,1
1,4,2514,1,1
1,5,2514,0.6,1
1,1,2515,0.4,1
1,2,2515,1,1
1,3,2515,0.6,1
1,4,2515,1,1
1,5,2515,0.6,1
1,1,2516,0.2,1
1,2,2516,1,1
1,3,2516,1,1
1,4,2516,0.5,1
1,5,2516,0.6,1
1,1,2517,0.2,1
1,2,2517,1,1
1,3,2517,1,1
1,4,2517,0.4,1
1,5,2517,0.4,1
1,1,2518,0.2,1
1,2,2518,1,1
1,3,2518,0.6,1
1,4,2518,0.6,1
1,5,2518,0.4,1
1,1,2519,0.2,1
1,2,2519,1,1
1,3,2519,0.8,1
1,4,2519,0.5,1
1,5,2519,0.4,1
1,1,2520,0.2,1
1,2,2520,1,1
1,3,2520,1,1
1,4,2520,0.8,1
1,5,2520,0.4,1
1,1,2521,0.6,1
1,2,2521,1,1
1,3,2521,1,1
1,4,2521,0.5,1
1,5,2521,0.6,1
1,1,2522,0.4,1
1,2,2522,1,1
1,3,2522,1,1
1,4,2522,0.5,1
1,5,2522,0.8,1
1,1,2523,0.4,1
1,2,2523,1,1
1,3,2523,1,1
1,4,2523,0.4,1
1,5,2523,0.6,1
1,1,2524,0.6,1
1,2,2524,1,1
1,3,2524,0.6,1
1,4,2524,1,1
1,5,2524,0.6,1
1,1,2525,0.8,1
1,2,2525,1,1
1,3,2525,0.8,1
1,4,2525,0.6,1
1,5,2525,0.6,1
1,1,2526,0.6,1
1,2,2526,1,1
1,3,2526,0.6,1
1,4,2526,1,1
1,5,2526,0.8,1
1,1,2527,0.2,1
1,2,2527,1,1
1,3,2527,0.8,1
1,4,2527,0.2,1
1,5,2527,0.4,1
1,1,2528,0.6,1
1,2,2528,1,1
1,3,2528,0.6,1
1,4,2528,1,1
1,5,2528,0.6,1
1,1,2529,0.2,1
1,2,2529,1,1
1,3,2529,1,1
1,4,2529,0.2,1
1,5,2529,0.4,1
1,1,2530,0.6,1
1,2,2530,1,1
1,3,2530,0.6,1
1,4,2530,0.6,1
1,5,2530,0.6,1
1,1,2531,0.5,1
1,2,2531,1,1
