vendor_id,e_id,sm_score,analyst_notes
1,182,1,"Understand de ability to do integration, however, we Need inormation about out.of-the box integration with ITL service providers. "
1,183,2,"CanÔæ´t see PO mobile features, as in other Mobility areas"
1,184,2.5,"Lots of innovation in this topic, the usual reporting and report builders are more common today. Required a demo to keep the 3 or increase it"
1,185,3,Keeping a 3. needs more info and requires a demo to see what makes it a 4 (different vs. Peers)
1,186,2,
1,187,3.5,"Updating to 3.5 based on Industry specific features, but need more info and demo"
1,188,3,Keeping 3 of handling complex scenarios 
1,189,3,Keeping 3 of handling complex scenarios. Need more detail about the process itself 
1,190,3,Keeping 3 of handling complex scenarios 
1,191,3.5,"updating to 4, however, need more information about the Take Inventory app as part of the receiving process"
1,192,2.5,"Lots of innovation in this topic, the usual reporting and report builders are more common today. Required a demo to keep the 3 or increase it"
1,193,2,
1,194,1,"Understand de ability to do integration, however, we Need inormation about out.of-the box integration with ITL service providers. "
1,195,4,"Updating to 3.5 based on Industry specific features, but need more info and demo"
1,196,2.5,Seems standard features. Would need mor info and demo
1,197,1,Would need more info and demo of out-of the box risks & performance supplier management
1,198,3,Keeping 3 of handling complex scenarios 
1,199,3,Keeping 3 of handling complex scenarios 
1,200,2,Seems standard features. Would need mor info and demo
1,201,2,Seems standard features. Would need mor info and demo
1,202,2,Keeping a 2 but we Would need mor info of out of the box connection with other networks; not suppliers backoffice systems integrations
1,203,2,
1,204,3,Keeping 3 of handling complex scenarios. Need more information around differences vs peers.
1,205,3.5,Keeping the 3.5 but need more information detail on differences vs peers
1,206,3,Keeping a 3. needs more info and requires a demo to see what makes it a 4 (different vs. Peers)
1,207,3,Keeping 3 
1,208,3,keeping 3
1,209,3,updating to 3
1,210,4,updating to 4
1,211,3,Keeping 3 of handling complex scenarios. Need more information around differences vs peers.
1,212,0,
1,213,1,"Besides integration capabilities, weÔæ´d need to understand out of the box capabilities"
1,214,2,
1,215,0,
1,216,3.5,Keeping 3.5 but we Need to understand better the Take Inventory app
1,217,1,updating to 1
1,218,2,keeping the 2 seems standartd features
1,219,1,Updating to 1 based on the ability to do it
1,220,0,"Not conversational systems, or need more info"
1,221,3,
1,222,2,
1,223,3.5,updating to a 3.5 based on industry integration complications.
1,224,4,updating to 4
1,225,3,
1,226,3,
1,227,3.5,
1,228,3.5,
1,229,3,
1,230,3,
1,231,3,
1,232,4,
1,233,4,
1,234,3,
1,235,3,
1,236,2,
1,237,3,
1,238,2,
1,239,3,
1,240,2,
1,241,2,
1,242,0,
1,243,0,
1,2000,2,Provide examples of num 3. 
1,2001,2.5,Describe num 3
1,2002,2.5,Provide examples of num 3. 
1,2003,2.5,Provide examples of num 3. 
1,2004,2.5,explain in detail and give examples of num 3 - 
1,2005,2,Describe num 3
1,2006,3,Give an example of num 3
1,2007,3,Give an example of num 3 - pulling non-application data to KPIs
1,2008,2,explain in detail and give examples of num 3 - 
1,2009,3,
1,2010,2.5,Give specifics for num 3
1,2011,2,Please especify your benchmarking support
1,2012,3,
1,2013,3,
1,2014,3,Explain the building of dashboard widgets
1,2015,1,Show examples of num 3
1,2016,3,Need to see an example of num 2 and 3
1,2017,3,Question is related to reporting filtering capability
1,2018,2,Explain and give an example of num 3
1,2019,2,Show examples of num 3
1,2020,2,Need to see an example of num 2 and 3
1,2021,1,Question is related to reporting filtering capability
1,2022,2,"Please explain how you use analytics in the context of a workflow processing, not workflows approval rules."
1,2023,1,
1,2024,1,
1,2025,1,
1,2026,0,"Please explain how you use analytics in the context of a workflow processing, not workflows approval rules."
1,2027,3,
1,2028,2,
1,2029,3,
1,2030,3,Please describe the requirement for num 3
1,2031,3,Please describe the requirement for num 3
1,2032,2,Please describe the requirement for num 2 and 3
1,2033,2,Please explain / demonstrate the ability of the user to override
1,2034,2,Please explain / demonstrate num 2 and 3
1,2035,2,Please explain num 2 and 3
1,2037,1,Please explain num 2 and 3
1,2040,2.5,Please explain / demonstrate the ability of the user to override
1,2041,1,Please explain / demonstrate num 2 and 3
1,2042,1,Please explain num 2 and 3
1,2043,1,Demonstate num 3
1,2044,3,Please demonstrate num 2 and 3
1,2050,3,Please demonstrate num 2 and 3
1,2051,3,
1,2052,2.5,Please demonstrate num 3
1,2053,1,Please demonstrate num 2 and 3
1,2054,2,Please explain num 2 and 3
1,2055,2,Please explain num 2 and 3
1,2056,2,Please explain num 2 and 3 (Portal account management)
1,2057,2,Please explain num 2 and 3 (Portal Configurability)
1,2058,1,Please explain num 2 and 3 (supplier profile self-maintenance)
1,2059,2,Please explain num 2 and 3 
1,2060,1,Please explain num 2 and 3 
1,2061,1,Please explain num 2 and 3 
1,2064,2,Please explain num 2 and 3 
1,2065,1,Please explain num 1 and 2 (support of conversational systems -Bots)
1,2066,1,Please explain in more detail your ML supported capabilities
1,2077,1,"Please explain in more detail num 2 and 3, (open API)="
1,2078,1,Please explain in more detail your AI supported capabilities
1,2079,0,Please explain num 1 and 2 (support of conversational systems -Bots)
1,2080,1,Please explain in more detail your ML supported capabilities
1,2081,2,"Please explain in more detail num 2 and 3, (open API)="
1,2082,1,Please explain in more detail your AI supported capabilities
1,2083,2,Please expain inmore detailed num 2 and 3 (development and integration 3rd party apps)
1,2084,4,
1,2085,4,
1,2086,3,Please explain num 2 and 3
1,2087,1,Please explain the specifics of the requirement
1,2088,0,Please explain the specifics of the requirement
1,2089,3,
1,2090,1,Please explain num 2 and 3
1,2091,1,Please explain the specifics of the requirement
1,2092,1,Please explain the specifics of the requirement
1,2093,0,
1,2094,0,
1,2095,1,Please explain the specifics of the requirement
1,2096,0,Please Explain in more detail num 3
1,2097,0,Please give us more detail about the specific requirement
1,2098,3,Please explain in more detail num 3
1,2099,2,Please explain in more detail num 3
1,2100,3,Please Explain in more detail num 3
1,2101,1,Please describe num 2 and 3
1,2102,2,Please explain num 3
1,2103,2,Please explain in more detail num 2 and 3
1,2104,3,Please give more details on num 3
1,2105,1,Please explain in detail num 2 and 3
1,2106,2,Please explain in detail num 2 and 3
1,2107,1,Please explain in detail num 2 and 3
1,2108,3,Please explain in detail num 2 and 3
1,2109,1,Please explain in detail num 2 and 3. 
1,2110,1,Is there any e-signature as mentioned in num 3
1,2111,1,Please explain in detail num 2 and 3
1,2112,1,Please explain in detail num 2 and 3
1,2113,2,Please explain teh requirement based on scoring scales
1,2114,2.5,Is there any e-signature as mentioned in num 3
1,2115,3,Please explain in detail num 2 and 3
1,2116,2,Please explain num 3 in detail
1,2117,0,Please explain teh requirement based on scoring scales
1,2118,3,
1,2119,1,Please explain in detail num 2 and 3
1,2120,2,Please explain num 3 in detail
1,2121,3.5,
1,2122,0,
1,2123,1,
1,2124,1,
1,2125,0,
1,2126,0,
1,2127,0,
1,2128,2,
1,2129,2,
1,2130,2,
1,2131,2,
1,2132,3,
1,2133,2,
1,2134,2,
1,2135,0,
1,2136,0,
1,2137,0,
1,2138,1,
1,2139,0,
1,2140,3,
1,2141,3,
1,2142,2.5,
1,2143,3,
1,2144,1,
1,2145,0,
1,2146,0,
1,2147,3,
1,2148,2,
1,2214,4,
1,2215,4,
1,2216,1,
1,2217,2,
1,2218,3,
1,2219,3,
1,2220,3,
1,2221,1,
1,2222,3,
1,2223,2,
1,2224,2,"This refers to the ability to invite suppliers, not onboard catalogs"
1,2225,3,This refers to the ability to onboard suppliers. Not catalogs
1,2226,1,
1,2230,4,
1,2447,1,Please explain num 3
1,2448,2,This refers to the ability to onboard suppliers. Not catalogs
1,2449,2,
1,2450,2,
1,2451,2,Please explain num 3
1,2452,1,
1,2453,2,
1,2454,3,
1,2455,2,
1,2456,2,
1,2457,2.5,
1,2458,3,
1,2459,3,
1,2460,2,
1,2461,2,
1,2462,3,
1,2463,3,
1,2464,1,
1,2465,1,
1,2466,2.5,The requirements not refers to punch-outs but to any external ecommerce site (not contracted)
1,2467,2.5,
1,2468,3,
1,2469,2,
1,2470,0,The requirements not refers to punch-outs but to any external ecommerce site (not contracted)
1,2471,2,
1,2472,3,
1,2473,3,
1,2474,2,
1,2475,2,
1,2476,3,
1,2477,3,
1,2478,3,
1,2479,1,
1,2480,2,
1,2481,3,
1,2482,2,
1,2483,2,
1,2484,2,
1,2485,2,
1,2486,1,
1,2487,1,
1,2488,2,
1,2490,2,
1,2491,1,
1,2492,3,
1,2493,2,
1,2494,2.5,
1,2495,3,
1,2496,3,
1,2497,2,
1,2498,3,
1,2499,3,
1,2500,2,
1,2501,2,
1,2502,1,
1,2503,2,
1,2504,2,
1,2505,1,
1,2506,2,
1,2507,2,
1,2508,2,
1,2509,1,
1,2510,1,
1,2511,1,
1,2512,2.5,
1,2513,2,
1,2514,1,
1,2515,2,
1,2516,2,
1,2517,2,
1,2518,3,
1,2519,2,
1,2520,2,
1,2521,2,
1,2522,2,
1,2523,1,
1,2524,3,
1,2525,2,
1,2526,2.5,
1,2527,3,
1,2528,2,
1,2529,2,
1,2530,2,
1,2531,1,
1,2532,2,
1,2533,4,
1,2534,4,
1,2535,1,
1,2536,2,
1,2537,2,
1,2538,1,
1,2539,2,
1,2540,2,
1,2541,1,
1,2542,2,
1,2543,1,
1,2544,3,
1,2545,2,
1,2546,2,
1,2547,2,
1,2548,2,
1,2549,2,
1,2550,2,
1,2551,3,
1,2552,1,
1,2553,3,
1,2554,2.5,
1,2555,2,
1,2556,2,
1,2557,1,
1,2558,3,
1,2559,2,
1,2560,2,
1,2561,2.5,
1,2562,2,
1,2563,2,
1,2564,2.5,
1,2565,2,
1,2566,2,
1,2567,2,
1,2568,2,
1,2569,2.5,
1,2570,3,
1,2571,3,
1,2572,2,
1,2573,3,
1,2574,3,
1,2575,3,
1,2576,2,
1,2577,2,
1,2578,3,
1,2579,3,
1,2580,3,
1,2581,2,
1,2582,3,
1,2583,3,
1,2584,2,
1,2585,2,
1,2586,2,
1,2587,2,
1,2588,2,
1,2589,2,
1,2590,2,
1,2591,0,
1,2592,2,
1,2593,3,
1,2594,3,
1,2595,2,
1,2596,2.5,
1,2597,2.5,
1,2598,3,
1,2599,3,
1,2600,3,
1,2601,2,
1,2602,3,
1,2603,2,
1,2604,2,
1,2605,3,
1,2606,2,
1,2607,0,
1,2608,2,
1,2609,2,
1,2610,2,
1,2611,2,
1,2612,2,
1,2613,1,
1,2614,2,
1,2615,1,
1,2616,2,
1,2617,1,
1,2618,1,
1,2619,2,
1,2620,2.5,
1,2621,2.5,
1,2622,0,
1,2623,1,
1,2624,2.5,
1,2625,1,
1,2626,2,
1,2627,2.5,
1,2628,3,
1,2629,2,
1,2630,2,
1,2631,1,
1,2632,2,
1,2633,3,
1,2634,1,
1,2635,1,
1,2636,1,
1,2637,1,
1,2638,1,
1,2639,1,
1,2640,1,
1,2641,1,
1,2642,2,
1,2643,2,
1,2644,1,
1,2645,1,
1,2646,1,
1,2647,1,
1,2648,1,
1,2649,1,
1,2650,1,
1,2651,1,
1,2652,1,
1,2653,1,
1,2654,1,
1,2655,1,
1,2656,1,
1,2657,1,
1,2658,1,
1,2659,2,
2,138,2,
2,139,0,
2,140,1,
2,141,2,
2,142,2,
2,143,1,
2,144,2,
2,145,2,
2,146,0,
2,147,0,
2,148,0,
2,149,2,
2,150,3,
2,151,3,
2,152,3,
2,153,3,
2,154,2,
2,155,0,
2,156,2,
2,157,3,
2,158,2,
2,159,2,
2,160,2,
2,161,2,
2,162,2,
2,163,1,
2,164,2,
2,165,2,
2,166,1,
2,167,2,
2,168,1,
2,169,1,
2,170,3,
2,171,2,
2,172,0,
2,173,3,
2,174,3,
2,175,0,
2,176,1,
2,177,2,
2,178,1,
2,179,3,
2,180,1,
2,181,0,
2,182,1,
2,183,0,
2,184,3,
2,185,3,
2,186,3,
2,187,1,
2,188,2,
2,189,2,
2,190,2,
2,191,0,
2,192,1,
2,193,1,
2,194,1,
2,195,2,
2,196,1,
2,197,0,
2,198,0,
2,199,2,
2,200,2,
2,201,1,
2,202,0,
2,203,0,
2,204,2,
2,205,2,
2,206,2,
2,207,2,
2,208,2,
2,209,2,
2,210,3,
2,211,0,
2,212,0,
2,213,0,
2,214,0,
2,215,0,
2,216,0,
2,217,0,
2,218,0,
2,219,0,
2,220,0,
2,221,2,
2,222,0,
2,223,2,
2,224,0,
2,225,2,
2,226,2,
3,138,3,
3,139,2,
3,140,2,
3,141,2,
3,142,2,
3,143,2,
3,144,2,
3,145,3,
3,146,1,
3,147,0,
3,148,0,
3,149,3,
3,150,3,
3,151,2,
3,152,2,
3,153,3,
3,154,3,
3,155,2,
3,156,3,
3,157,3,
3,158,2,
3,159,2,
3,160,2,
3,161,2,
3,162,2,
3,163,2,
3,164,1,
3,165,2,
3,166,0,
3,167,1,
3,168,2,
3,169,2,
3,170,1,
3,171,3,
3,172,0,
3,173,2,
3,174,3,
3,175,2,
3,176,3,
3,177,2,
3,178,2,
3,179,2,
3,180,2,
3,181,2,
3,182,2,
3,183,2,
3,184,2,
3,185,2,
3,186,2,
3,187,2,
3,188,2,
3,189,2,
3,190,2,
3,191,2,
3,192,2,
3,193,2,
3,194,2,
3,195,2,
3,196,2,
3,197,1,
3,198,2,
3,199,2,
3,200,2,
3,201,1,
3,202,2,
3,203,2,
3,204,2,
3,205,2,
3,206,2,
3,207,2,
3,208,2,
3,209,2,
3,210,2,
3,211,2,
3,212,0,
3,213,1,
3,214,0,
3,215,0,
3,216,2,
3,217,0,
3,218,0,
3,219,0,
3,220,2,
3,221,2,
3,222,0,
3,223,3,
3,224,2,
3,225,2,
3,226,3,
4,138,3,Updated
4,139,2.5,
4,140,2.5,
4,141,3,
4,142,3,
4,143,2,
4,144,3,
4,145,3,No advanced / differentiated features
4,146,1,
4,147,0,No available
4,148,0,No available
4,149,3,Updated / need a demo o more detail breifing
4,150,3,
4,151,2.5,
4,152,2,
4,153,3,Updated
4,154,3,Need a demo of search engine / federated Search to understand the differentiators vs Peers
4,155,3.5,Updated / Considering Tradeshift Integration / Need Demo
4,156,3,
4,157,3,
4,158,3.5,Need Services Req Demo
4,159,2,
4,160,2.5,
4,161,2.5,updated
4,162,3,
4,163,3,
4,164,2.5,
4,165,2.5,Updated - Need demo to understand differentiators
4,166,3,
4,167,3.5,Updated / need a demo o more detail breifing
4,168,3,
4,169,3,
4,170,3,
4,171,2,
4,172,0,Udpated / Not available
4,173,3,
4,174,3,
4,175,3,
4,176,0,
4,177,3,
4,178,3,
4,179,2.5,
4,180,3,
4,181,3,
4,182,1,
4,183,2.5,
4,184,3,
4,185,3,
4,186,2,
4,187,3,
4,188,3,
4,189,3,
4,190,0,Not available
4,191,0,Not available
4,192,3,
4,193,0,No roadmap
4,194,1,
4,195,3,
4,196,3,
4,197,3,
4,198,2,
4,199,3,
4,200,3,
4,201,2,
4,202,3.5,Updated
4,203,2,
4,204,3,
4,205,3.5,Need a new demo to see how this capability have stay on competition vs Peers 
4,206,3,
4,207,3,
4,208,3,
4,209,3,
4,210,1,
4,211,3,
4,212,0,Not available
4,213,1,
4,214,3,
4,215,1,
4,216,2.5,
4,217,1,
4,218,3,
4,219,1,
4,220,1,
4,221,3,
4,222,3,
4,223,3,
4,224,2.5,
4,225,2.5,
4,226,3,
4,227,3,
4,228,3,Need a demo to keep track of differentiators
4,229,3,
4,230,2,
4,231,3,Need a demo to keep track of differentiators
4,232,3,
4,233,2.5,
4,234,2.5,
4,235,3,
4,236,2,
4,237,2,Need a demo to keep track of managing complex sceanrios
4,238,2,Need a demo to keep track of managing complex sceanrios
4,239,2,Need a demo to keep track of managing complex sceanrios
4,240,0,
4,241,0,
4,242,0,
4,243,0,
4,244,2,
4,245,1,
4,246,1.5,can plat against market data ... 
4,247,2,please demo
4,248,0,
4,249,3,can you define alerts against trends and automatically update them over time and trigger alerts auto?
4,250,0,
4,251,2,
4,252,2,
4,253,2,
4,254,2,
4,255,0,
4,256,2,
4,257,3,can use program management to build step by step strategies 
4,258,3.5,"program configuration can go beyond peers, but Determine still has a base workflow that users configure to"
4,259,2,
4,260,3,"workflow has improved, actions and states can trigge specific actions on data change"
4,261,2,
4,262,2.5,did not see heavy projection capabilities demo'd
4,263,2.5,workflow definition and Word support
4,264,3,
4,265,3,
4,266,2.5,hits half the expectations for 3
4,267,2,
4,268,3,"4 requires beyond peers; if Pierre scores CLM beyond peers, score will increase to a 4"
4,269,4,
4,270,3,
4,271,3,
4,272,2,
4,273,3,
4,274,3,score increases require justification; and scoere increases to 4 require demo beyond peers
4,275,2,
4,276,3,
4,277,3,
4,278,2,
4,279,2,
4,280,2,
4,281,2,
4,282,1,
4,283,2,
4,284,2,
4,285,1,
4,286,3,
4,287,3,
4,288,2,
4,289,2,
4,290,3,
4,291,2,
4,292,3,
4,293,2,
4,294,2,
4,295,2,
4,296,3,
4,297,1,
4,298,1,
4,299,3,
4,300,1,
4,301,2,
4,302,1,
4,303,1,
4,304,0,
4,305,2,
4,306,1,
4,307,0,
4,308,3,
4,309,1,
4,310,2,
4,311,2,
4,312,0,
4,313,1,
4,314,2,
4,315,1,
4,316,2,
4,317,2,
4,318,2,
4,319,2,
4,320,3,
4,321,1,
4,322,2,
4,323,2,
4,324,2,
4,325,2,
4,326,2,
4,327,2,
4,328,2,
4,329,2,
4,330,2,
4,331,1,
4,332,2,
4,333,3,
4,334,3,
4,335,1,
4,336,2,
4,337,2,
4,338,1,
4,339,1,
4,340,3,
4,341,1,
4,342,1,
4,343,1,
4,344,0,
4,345,0,
4,346,0,
4,347,0,
4,348,1,
4,349,3,
4,350,3,
4,351,4,audit trails extend to word audits
4,352,3,"if Pierre scores CLM above average, will consider higher score"
4,353,3,
4,354,3,
4,355,3,
4,356,3,
4,357,3,
4,358,3,
4,359,2,
4,360,1,
4,361,3,
4,362,2,address the scoring scale specifically in the demo to get 3
4,363,2,specifically address and demo multi-level KPI
4,364,2,specifically address and demo (multi-level) KPIs that cover 95% of most client needs
4,365,1,
4,366,3,
4,367,3,
4,368,0,
4,369,2,
4,370,2,
4,371,2,
4,372,1,
4,373,3,
4,374,2,
4,375,1,
4,376,4,
4,377,4,
4,378,2,
4,379,2,
4,380,0,
4,381,3,
4,382,0,
4,383,2.5,"highly personalizable ... by Determine ... but certain, almost staple, capabilities like being able to change language in the application are not there ... "
4,384,3,
4,385,4,
4,386,3,
4,387,3,
4,388,3,
4,389,3,
4,390,2.5,"highly configurable and customizable, just missing industry and category templates"
4,391,3,
4,392,4,
4,393,2,
4,394,3,
4,395,4,
4,396,3,
4,397,3,
4,398,3,
4,399,3,
4,400,3,
4,401,3,
4,402,2,
4,403,0,
4,404,0,
4,405,2,
4,406,0,
4,407,1,
4,408,1,
4,409,3,
4,410,2,
4,411,2,
4,412,1,
4,413,2,
4,414,2,
4,415,2,
4,416,2,
4,417,3,
4,419,2,
4,420,2,
4,421,2,
4,422,2,
4,423,2,
4,424,3,
4,425,3,
4,426,2,
4,427,2,
4,428,2,
4,429,2,
4,430,1,
4,431,1,
4,432,1,
4,433,1,
4,434,2,
4,435,3,
4,436,3,
4,437,3,
4,438,3,
4,439,3,
4,440,2,
4,441,2,
4,442,3,
4,443,0,
4,445,0,
4,446,0,
4,447,0,
4,448,3,
4,449,2,
4,450,2,
4,451,3,
4,452,2,
4,453,2,
4,454,0,
4,455,1,
4,456,2,
4,457,3,
4,458,2,
4,459,2,
4,460,1,
4,461,1,
4,462,1,
4,463,1,
4,464,1,
4,465,3,
4,466,1,
4,467,3,
4,468,4,
4,469,2,
4,470,1,
4,471,2,
4,472,0,
4,473,2,
4,474,1,
4,475,3,
4,476,0,
4,477,1,
4,478,3,
4,479,4,
4,480,3,
4,481,2,
4,482,2,
4,483,3,
4,484,1,
4,485,3,
4,486,3,
4,487,3,
4,488,3,
4,489,3,
4,490,3,
4,491,1,
4,492,1,
4,493,2,
4,494,3,
4,495,3,
4,496,3,
4,497,3,
4,498,2,
4,499,3,
4,500,3,
4,501,3,
4,502,3,
4,503,3,
4,504,3,
4,505,3,
4,506,3,
4,507,3,
4,508,3,
4,509,2,
4,510,1,
4,511,1,
4,512,2,
4,513,3,
4,514,4,
4,515,2,
4,516,2,
4,517,3,
4,518,3,
4,519,2,
4,520,3,
4,521,4,
4,522,3,
4,523,3,
4,524,3,
4,525,2,
4,526,0,
4,527,0,
4,528,3,
4,529,3,
4,530,3,
4,531,3,
4,532,3,
4,533,3,
4,534,3,
4,535,3,
4,536,3,
4,537,3,
4,538,1,
4,539,1,
4,540,1,
4,541,4,
4,542,3,
4,543,3,
4,544,3,
4,545,1,
4,546,3,
4,547,3,
4,548,2,
4,549,2,
4,550,1,
4,551,1,
4,552,2,
4,553,2,
4,554,1,
4,555,1,
4,556,3,
4,557,3,
4,558,2,
4,559,2,
4,560,1,
4,561,2,
4,562,3,
4,563,2,
4,564,2,
4,565,0,
4,566,4,
4,567,4,
4,568,0,
4,569,4,
4,570,4,
4,571,4,
4,572,2,
4,573,1,
4,574,2,
4,575,0,
4,576,2,
4,577,3,
4,578,0,
4,579,1,
4,580,3,
4,581,4,
4,582,3,
4,583,4,
4,584,3,
4,585,2,
4,586,2,
4,587,4,
4,588,3,
4,589,3,
4,590,3,
4,591,3,
4,592,2,
4,593,3,
4,594,1,
4,595,4,
4,596,3.5,
4,597,3,
4,598,3,
4,599,2,will give higher score after this is actually available in Nov
4,600,2,will give higher score after this is actually available in Nov
4,601,2.5,
4,602,2.5,
4,603,3,"need more info if this truly unique. This requirement hasn't been given a ""4"" to any vendor"
4,604,3,
4,605,3,
4,606,3,"Need detail/evidence what type of complex pricing is available. Scoring is already a 3 (i.e., high)!"
4,607,2,"This isn't about tying contracts to budgets via POs, but rather about tailoring contract templates to spend categories"
4,608,2,
4,609,2,
4,610,3,
4,611,2,
4,612,2,"This isn't about tying to budgets, but about modeling financial obligations/liabilities in contracts - not just a fixed contract amount"
4,613,2.5,"Will give another 1/2 point, but no program mgmt yet"
4,614,2,
4,615,2.5,This isn't available until Nov release w/ obligations functionality. Will give 1/2 pt though
4,616,2.5,This isn't available until Nov release w/ obligations functionality. Will give 1/2 pt though
4,617,2,
4,618,3,
4,619,1,
4,620,0,
4,621,3,
4,622,2,
4,623,2,
4,624,3,
4,625,3,
4,626,3,
4,627,3,
4,628,2,
4,629,1,
4,630,3,
4,631,3.5,"Being generous here. Not a reat linkage between SRM scoring on a scorecard to contract that you'd like to tie that scorecard. Need ""meta variables"" to be used more to corss functions like CLM"
4,632,2,
4,633,2,
4,634,3,
4,635,2.5,
4,636,2.5,
4,637,0,
4,638,1,
4,639,0,
4,640,3,
4,642,3,
4,644,3,
4,646,0,
4,647,1,
4,648,1,
4,649,0,
4,650,2,
4,652,0,
4,655,1,
4,656,3,
4,657,2,
4,659,3,
4,660,3,
4,661,2,
4,662,3,
4,663,4,
4,664,3.5,
4,665,3,
4,666,2,
4,2000,2,
4,2001,3,
4,2002,3,
4,2003,3,
4,2004,3,
4,2005,2,
4,2006,2.5,
4,2007,2,
4,2008,3,
4,2009,2,
4,2010,3,
4,2011,3,
4,2012,3,
4,2013,2,
4,2014,2,
4,2015,1,
4,2016,3,
4,2017,2,
4,2018,3,
4,2019,1,
4,2020,2,
4,2021,3,
4,2022,1,
4,2023,3,Demo
4,2024,2,
4,2025,1,
4,2026,2,
4,2027,3,Demo
4,2028,3,Not scored round 1
4,2029,0,Not scored round 1
4,2030,1,
4,2031,2,
4,2032,1,Not scored round 1
4,2033,1,Not scored round 1
4,2034,1,
4,2035,3,
4,2036,3,
4,2037,2,
4,2038,0,
4,2039,2,
4,2040,2.5,Not scored round 1
4,2041,2,
4,2042,0,
4,2043,2,
4,2044,2.5,Not scored round 1
4,2045,3,
4,2046,0,Demo and Discuss
4,2047,2,Demo and Discuss
4,2048,1,
4,2049,0,
4,2050,3,Demo and Discuss
4,2051,3,Demo and Discuss
4,2052,2,
4,2053,0,
4,2054,2,
4,2055,3,
4,2056,2,
4,2057,3,
4,2058,2,
4,2059,2,
4,2060,0,
4,2061,0,
4,2062,1,
4,2063,0,
4,2064,2,
4,2065,1,
4,2066,2,
4,2067,1,
4,2068,2,
4,2069,1,
4,2070,2,
4,2071,2,
4,2072,1,
4,2073,2.5,
4,2074,1,
4,2075,0,
4,2076,0,
4,2077,1,
4,2078,1,
4,2079,0,
4,2080,2,
4,2081,2,
4,2082,1,
4,2083,0,
4,2084,2,
4,2085,3,
4,2086,4,
4,2087,3,Details
4,2088,1,
4,2089,3,
4,2090,2,
4,2091,2,Details
4,2092,2,
4,2093,0,
4,2094,0,
4,2095,2,
4,2096,2,
4,2097,3,Discuss how
4,2098,3,
4,2099,3,Demo and Discuss - esp re answer above
4,2100,3,
4,2101,2,Discuss how
4,2102,3,
4,2103,2,Demo and Discuss - esp re answer above
4,2104,2.5,
4,2105,3,
4,2106,2,
4,2107,2,
4,2108,2,
4,2109,2,
4,2110,1,
4,2111,1,
4,2112,1,
4,2113,3,
4,2114,3,
4,2115,1,
4,2116,3,
4,2117,2,
4,2118,3,
4,2119,1,
