m_id,e_id,active,quarter,year,ud,user_id
3,145,1,2,2017,2017-04-01 00:00:01,1
3,146,1,2,2017,2017-04-01 00:00:01,1
3,147,1,2,2017,2017-04-01 00:00:01,1
3,148,1,2,2017,2017-04-01 00:00:01,1
3,149,1,2,2017,2017-04-01 00:00:01,1
3,150,1,2,2017,2017-04-01 00:00:01,1
3,151,1,2,2017,2017-04-01 00:00:01,1
3,152,1,2,2017,2017-04-01 00:00:01,1
3,153,1,2,2017,2017-04-01 00:00:01,1
3,154,1,2,2017,2017-04-01 00:00:01,1
3,155,1,2,2017,2017-04-01 00:00:01,1
3,156,1,2,2017,2017-04-01 00:00:01,1
3,157,1,2,2017,2017-04-01 00:00:01,1
3,158,1,2,2017,2017-04-01 00:00:01,1
3,159,1,2,2017,2017-04-01 00:00:01,1
3,160,1,2,2017,2017-04-01 00:00:01,1
3,161,1,2,2017,2017-04-01 00:00:01,1
3,162,1,2,2017,2017-04-01 00:00:01,1
3,163,1,2,2017,2017-04-01 00:00:01,1
3,164,1,2,2017,2017-04-01 00:00:01,1
3,165,1,2,2017,2017-04-01 00:00:01,1
3,166,1,2,2017,2017-04-01 00:00:01,1
3,167,1,2,2017,2017-04-01 00:00:01,1
3,168,1,2,2017,2017-04-01 00:00:01,1
3,169,1,2,2017,2017-04-01 00:00:01,1
3,170,1,2,2017,2017-04-01 00:00:01,1
3,171,1,2,2017,2017-04-01 00:00:01,1
3,172,1,2,2017,2017-04-01 00:00:01,1
3,173,1,2,2017,2017-04-01 00:00:01,1
3,174,1,2,2017,2017-04-01 00:00:01,1
3,175,1,2,2017,2017-04-01 00:00:01,1
3,176,1,2,2017,2017-04-01 00:00:01,1
3,177,1,2,2017,2017-04-01 00:00:01,1
3,178,1,2,2017,2017-04-01 00:00:01,1
3,179,1,2,2017,2017-04-01 00:00:01,1
3,180,1,2,2017,2017-04-01 00:00:01,1
3,181,1,2,2017,2017-04-01 00:00:01,1
3,182,1,2,2017,2017-04-01 00:00:01,1
3,183,1,2,2017,2017-04-01 00:00:01,1
3,184,1,2,2017,2017-04-01 00:00:01,1
3,185,1,2,2017,2017-04-01 00:00:01,1
3,186,1,2,2017,2017-04-01 00:00:01,1
3,187,1,2,2017,2017-04-01 00:00:01,1
3,188,1,2,2017,2017-04-01 00:00:01,1
3,189,1,2,2017,2017-04-01 00:00:01,1
3,190,1,2,2017,2017-04-01 00:00:01,1
3,191,1,2,2017,2017-04-01 00:00:01,1
3,192,1,2,2017,2017-04-01 00:00:01,1
3,193,1,2,2017,2017-04-01 00:00:01,1
3,194,1,2,2017,2017-04-01 00:00:01,1
3,195,1,2,2017,2017-04-01 00:00:01,1
3,196,1,2,2017,2017-04-01 00:00:01,1
3,197,1,2,2017,2017-04-01 00:00:01,1
3,198,1,2,2017,2017-04-01 00:00:01,1
3,199,1,2,2017,2017-04-01 00:00:01,1
3,200,1,2,2017,2017-04-01 00:00:01,1
3,201,1,2,2017,2017-04-01 00:00:01,1
3,202,1,2,2017,2017-04-01 00:00:01,1
3,203,1,2,2017,2017-04-01 00:00:01,1
3,204,1,2,2017,2017-04-01 00:00:01,1
3,205,1,2,2017,2017-04-01 00:00:01,1
3,206,1,2,2017,2017-04-01 00:00:01,1
3,207,1,2,2017,2017-04-01 00:00:01,1
3,208,1,2,2017,2017-04-01 00:00:01,1
3,209,1,2,2017,2017-04-01 00:00:01,1
3,210,1,2,2017,2017-04-01 00:00:01,1
3,211,1,2,2017,2017-04-01 00:00:01,1
3,212,1,2,2017,2017-04-01 00:00:01,1
3,213,1,2,2017,2017-04-01 00:00:01,1
3,214,1,2,2017,2017-04-01 00:00:01,1
3,215,1,2,2017,2017-04-01 00:00:01,1
3,216,1,2,2017,2017-04-01 00:00:01,1
3,217,1,2,2017,2017-04-01 00:00:01,1
3,218,1,2,2017,2017-04-01 00:00:01,1
3,219,1,2,2017,2017-04-01 00:00:01,1
3,220,1,2,2017,2017-04-01 00:00:01,1
3,221,1,2,2017,2017-04-01 00:00:01,1
3,222,1,2,2017,2017-04-01 00:00:01,1
3,223,1,2,2017,2017-04-01 00:00:01,1
3,224,1,2,2017,2017-04-01 00:00:01,1
3,225,1,2,2017,2017-04-01 00:00:01,1
3,226,1,2,2017,2017-04-01 00:00:01,1
3,227,1,2,2017,2017-04-01 00:00:01,1
3,228,1,2,2017,2017-04-01 00:00:01,1
3,229,1,2,2017,2017-04-01 00:00:01,1
3,230,1,2,2017,2017-04-01 00:00:01,1
3,231,1,2,2017,2017-04-01 00:00:01,1
3,232,1,2,2017,2017-04-01 00:00:01,1
3,233,1,2,2017,2017-04-01 00:00:01,1
3,234,1,2,2017,2017-04-01 00:00:01,1
3,235,1,2,2017,2017-04-01 00:00:01,1
3,236,1,2,2017,2017-04-01 00:00:01,1
3,237,1,2,2017,2017-04-01 00:00:01,1
3,238,1,2,2017,2017-04-01 00:00:01,1
3,239,1,2,2017,2017-04-01 00:00:01,1
3,240,1,2,2017,2017-04-01 00:00:01,1
3,241,1,2,2017,2017-04-01 00:00:01,1
3,242,1,2,2017,2017-04-01 00:00:01,1
3,243,1,2,2017,2017-04-01 00:00:01,1
4,244,1,4,2017,2017-10-01 00:00:01,1
4,245,1,4,2017,2017-10-01 00:00:01,1
4,246,1,4,2017,2017-10-01 00:00:01,1
4,247,1,4,2017,2017-10-01 00:00:01,1
4,248,1,4,2017,2017-10-01 00:00:01,1
4,249,1,4,2017,2017-10-01 00:00:01,1
4,250,1,4,2017,2017-10-01 00:00:01,1
4,251,1,4,2017,2017-10-01 00:00:01,1
4,252,1,4,2017,2017-10-01 00:00:01,1
4,253,1,4,2017,2017-10-01 00:00:01,1
4,254,1,4,2017,2017-10-01 00:00:01,1
4,255,1,4,2017,2017-10-01 00:00:01,1
4,256,1,4,2017,2017-10-01 00:00:01,1
4,257,1,4,2017,2017-10-01 00:00:01,1
4,258,1,4,2017,2017-10-01 00:00:01,1
4,259,1,4,2017,2017-10-01 00:00:01,1
4,260,1,4,2017,2017-10-01 00:00:01,1
4,261,1,4,2017,2017-10-01 00:00:01,1
4,262,1,4,2017,2017-10-01 00:00:01,1
4,263,1,4,2017,2017-10-01 00:00:01,1
4,264,1,4,2017,2017-10-01 00:00:01,1
4,265,1,4,2017,2017-10-01 00:00:01,1
4,266,1,4,2017,2017-10-01 00:00:01,1
4,267,1,4,2017,2017-10-01 00:00:01,1
4,268,1,4,2017,2017-10-01 00:00:01,1
4,269,1,4,2017,2017-10-01 00:00:01,1
4,270,1,4,2017,2017-10-01 00:00:01,1
4,271,1,4,2017,2017-10-01 00:00:01,1
4,272,1,4,2017,2017-10-01 00:00:01,1
4,273,1,4,2017,2017-10-01 00:00:01,1
4,274,1,4,2017,2017-10-01 00:00:01,1
4,275,1,4,2017,2017-10-01 00:00:01,1
4,276,1,4,2017,2017-10-01 00:00:01,1
4,277,1,4,2017,2017-10-01 00:00:01,1
4,278,1,4,2017,2017-10-01 00:00:01,1
4,279,1,4,2017,2017-10-01 00:00:01,1
4,280,1,4,2017,2017-10-01 00:00:01,1
4,281,1,4,2017,2017-10-01 00:00:01,1
4,282,1,4,2017,2017-10-01 00:00:01,1
4,283,1,4,2017,2017-10-01 00:00:01,1
4,284,1,4,2017,2017-10-01 00:00:01,1
4,285,1,4,2017,2017-10-01 00:00:01,1
4,286,1,4,2017,2017-10-01 00:00:01,1
4,287,1,4,2017,2017-10-01 00:00:01,1
4,288,1,4,2017,2017-10-01 00:00:01,1
4,289,1,4,2017,2017-10-01 00:00:01,1
4,290,1,4,2017,2017-10-01 00:00:01,1
4,291,1,4,2017,2017-10-01 00:00:01,1
4,292,1,4,2017,2017-10-01 00:00:01,1
4,293,1,4,2017,2017-10-01 00:00:01,1
4,294,1,4,2017,2017-10-01 00:00:01,1
4,295,1,4,2017,2017-10-01 00:00:01,1
4,296,1,4,2017,2017-10-01 00:00:01,1
4,297,1,4,2017,2017-10-01 00:00:01,1
4,298,1,4,2017,2017-10-01 00:00:01,1
4,299,1,4,2017,2017-10-01 00:00:01,1
4,300,1,4,2017,2017-10-01 00:00:01,1
4,301,1,4,2017,2017-10-01 00:00:01,1
4,302,1,4,2017,2017-10-01 00:00:01,1
4,303,1,4,2017,2017-10-01 00:00:01,1
4,304,1,4,2017,2017-10-01 00:00:01,1
4,305,1,4,2017,2017-10-01 00:00:01,1
4,306,1,4,2017,2017-10-01 00:00:01,1
4,307,1,4,2017,2017-10-01 00:00:01,1
4,308,1,4,2017,2017-10-01 00:00:01,1
4,309,1,4,2017,2017-10-01 00:00:01,1
4,310,1,4,2017,2017-10-01 00:00:01,1
4,311,1,4,2017,2017-10-01 00:00:01,1
4,312,1,4,2017,2017-10-01 00:00:01,1
4,313,1,4,2017,2017-10-01 00:00:01,1
4,314,1,4,2017,2017-10-01 00:00:01,1
4,315,1,4,2017,2017-10-01 00:00:01,1
4,316,1,4,2017,2017-10-01 00:00:01,1
4,317,1,4,2017,2017-10-01 00:00:01,1
4,318,1,4,2017,2017-10-01 00:00:01,1
4,319,1,4,2017,2017-10-01 00:00:01,1
4,320,1,4,2017,2017-10-01 00:00:01,1
4,321,1,4,2017,2017-10-01 00:00:01,1
4,322,1,4,2017,2017-10-01 00:00:01,1
4,323,1,4,2017,2017-10-01 00:00:01,1
4,324,1,4,2017,2017-10-01 00:00:01,1
4,325,1,4,2017,2017-10-01 00:00:01,1
4,326,1,4,2017,2017-10-01 00:00:01,1
4,327,1,4,2017,2017-10-01 00:00:01,1
4,328,1,4,2017,2017-10-01 00:00:01,1
4,329,1,4,2017,2017-10-01 00:00:01,1
4,330,1,4,2017,2017-10-01 00:00:01,1
4,331,1,4,2017,2017-10-01 00:00:01,1
4,332,1,4,2017,2017-10-01 00:00:01,1
4,333,1,4,2017,2017-10-01 00:00:01,1
4,334,1,4,2017,2017-10-01 00:00:01,1
4,335,1,4,2017,2017-10-01 00:00:01,1
4,336,1,4,2017,2017-10-01 00:00:01,1
4,337,1,4,2017,2017-10-01 00:00:01,1
4,338,1,4,2017,2017-10-01 00:00:01,1
4,339,1,4,2017,2017-10-01 00:00:01,1
4,340,1,4,2017,2017-10-01 00:00:01,1
4,341,1,4,2017,2017-10-01 00:00:01,1
4,342,1,4,2017,2017-10-01 00:00:01,1
4,343,1,4,2017,2017-10-01 00:00:01,1
4,344,1,4,2017,2017-10-01 00:00:01,1
4,345,1,4,2017,2017-10-01 00:00:01,1
4,346,1,4,2017,2017-10-01 00:00:01,1
4,347,1,4,2017,2017-10-01 00:00:01,1
4,348,1,4,2017,2017-10-01 00:00:01,1
4,349,1,4,2017,2017-10-01 00:00:01,1
4,350,1,4,2017,2017-10-01 00:00:01,1
4,351,1,4,2017,2017-10-01 00:00:01,1
4,352,1,4,2017,2017-10-01 00:00:01,1
4,353,1,4,2017,2017-10-01 00:00:01,1
4,354,1,4,2017,2017-10-01 00:00:01,1
4,355,1,4,2017,2017-10-01 00:00:01,1
4,356,1,4,2017,2017-10-01 00:00:01,1
4,357,1,4,2017,2017-10-01 00:00:01,1
4,358,1,4,2017,2017-10-01 00:00:01,1
4,359,1,4,2017,2017-10-01 00:00:01,1
4,360,1,4,2017,2017-10-01 00:00:01,1
4,361,1,4,2017,2017-10-01 00:00:01,1
4,362,1,4,2017,2017-10-01 00:00:01,1
4,363,1,4,2017,2017-10-01 00:00:01,1
4,364,1,4,2017,2017-10-01 00:00:01,1
4,365,1,4,2017,2017-10-01 00:00:01,1
4,366,1,4,2017,2017-10-01 00:00:01,1
4,367,1,4,2017,2017-10-01 00:00:01,1
4,368,1,4,2017,2017-10-01 00:00:01,1
4,369,1,4,2017,2017-10-01 00:00:01,1
4,370,1,4,2017,2017-10-01 00:00:01,1
4,371,1,4,2017,2017-10-01 00:00:01,1
4,372,1,4,2017,2017-10-01 00:00:01,1
4,373,1,4,2017,2017-10-01 00:00:01,1
4,374,1,4,2017,2017-10-01 00:00:01,1
4,375,1,4,2017,2017-10-01 00:00:01,1
4,376,1,4,2017,2017-10-01 00:00:01,1
4,377,1,4,2017,2017-10-01 00:00:01,1
4,378,1,4,2017,2017-10-01 00:00:01,1
4,379,1,4,2017,2017-10-01 00:00:01,1
4,380,1,4,2017,2017-10-01 00:00:01,1
4,381,1,4,2017,2017-10-01 00:00:01,1
4,382,1,4,2017,2017-10-01 00:00:01,1
4,383,1,4,2017,2017-10-01 00:00:01,1
4,384,1,4,2017,2017-10-01 00:00:01,1
4,385,1,4,2017,2017-10-01 00:00:01,1
4,386,1,4,2017,2017-10-01 00:00:01,1
4,387,1,4,2017,2017-10-01 00:00:01,1
4,388,1,4,2017,2017-10-01 00:00:01,1
4,389,1,4,2017,2017-10-01 00:00:01,1
4,390,1,4,2017,2017-10-01 00:00:01,1
4,391,1,4,2017,2017-10-01 00:00:01,1
4,392,1,4,2017,2017-10-01 00:00:01,1
4,393,1,4,2017,2017-10-01 00:00:01,1
4,394,1,4,2017,2017-10-01 00:00:01,1
4,395,1,4,2017,2017-10-01 00:00:01,1
4,396,1,4,2017,2017-10-01 00:00:01,1
4,397,1,4,2017,2017-10-01 00:00:01,1
4,398,1,4,2017,2017-10-01 00:00:01,1
4,399,1,4,2017,2017-10-01 00:00:01,1
4,400,1,4,2017,2017-10-01 00:00:01,1
4,401,1,4,2017,2017-10-01 00:00:01,1
4,402,1,4,2017,2017-10-01 00:00:01,1
4,403,1,4,2017,2017-10-01 00:00:01,1
4,404,1,4,2017,2017-10-01 00:00:01,1
4,405,1,4,2017,2017-10-01 00:00:01,1
4,406,1,4,2017,2017-10-01 00:00:01,1
4,407,1,4,2017,2017-10-01 00:00:01,1
4,408,1,4,2017,2017-10-01 00:00:01,1
5,409,1,4,2017,2017-10-01 00:00:01,1
5,410,1,4,2017,2017-10-01 00:00:01,1
5,411,1,4,2017,2017-10-01 00:00:01,1
5,412,1,4,2017,2017-10-01 00:00:01,1
5,413,1,4,2017,2017-10-01 00:00:01,1
5,414,1,4,2017,2017-10-01 00:00:01,1
5,415,1,4,2017,2017-10-01 00:00:01,1
5,416,1,4,2017,2017-10-01 00:00:01,1
5,417,1,4,2017,2017-10-01 00:00:01,1
5,418,1,4,2017,2017-10-01 00:00:01,1
5,419,1,4,2017,2017-10-01 00:00:01,1
5,420,1,4,2017,2017-10-01 00:00:01,1
5,421,1,4,2017,2017-10-01 00:00:01,1
5,422,1,4,2017,2017-10-01 00:00:01,1
5,423,1,4,2017,2017-10-01 00:00:01,1
5,424,1,4,2017,2017-10-01 00:00:01,1
5,425,1,4,2017,2017-10-01 00:00:01,1
5,426,1,4,2017,2017-10-01 00:00:01,1
5,427,1,4,2017,2017-10-01 00:00:01,1
5,428,1,4,2017,2017-10-01 00:00:01,1
5,429,1,4,2017,2017-10-01 00:00:01,1
5,430,1,4,2017,2017-10-01 00:00:01,1
5,431,1,4,2017,2017-10-01 00:00:01,1
5,432,1,4,2017,2017-10-01 00:00:01,1
5,433,1,4,2017,2017-10-01 00:00:01,1
5,434,1,4,2017,2017-10-01 00:00:01,1
5,435,1,4,2017,2017-10-01 00:00:01,1
5,436,1,4,2017,2017-10-01 00:00:01,1
5,437,1,4,2017,2017-10-01 00:00:01,1
5,438,1,4,2017,2017-10-01 00:00:01,1
5,439,1,4,2017,2017-10-01 00:00:01,1
5,440,1,4,2017,2017-10-01 00:00:01,1
5,441,1,4,2017,2017-10-01 00:00:01,1
5,442,1,4,2017,2017-10-01 00:00:01,1
5,443,1,4,2017,2017-10-01 00:00:01,1
5,444,1,4,2017,2017-10-01 00:00:01,1
5,445,1,4,2017,2017-10-01 00:00:01,1
5,446,1,4,2017,2017-10-01 00:00:01,1
5,447,1,4,2017,2017-10-01 00:00:01,1
5,448,1,4,2017,2017-10-01 00:00:01,1
5,449,1,4,2017,2017-10-01 00:00:01,1
5,450,1,4,2017,2017-10-01 00:00:01,1
5,451,1,4,2017,2017-10-01 00:00:01,1
5,452,1,4,2017,2017-10-01 00:00:01,1
5,453,1,4,2017,2017-10-01 00:00:01,1
5,454,1,4,2017,2017-10-01 00:00:01,1
5,455,1,4,2017,2017-10-01 00:00:01,1
5,456,1,4,2017,2017-10-01 00:00:01,1
5,457,1,4,2017,2017-10-01 00:00:01,1
5,458,1,4,2017,2017-10-01 00:00:01,1
5,459,1,4,2017,2017-10-01 00:00:01,1
5,460,1,4,2017,2017-10-01 00:00:01,1
5,461,1,4,2017,2017-10-01 00:00:01,1
5,462,1,4,2017,2017-10-01 00:00:01,1
5,463,1,4,2017,2017-10-01 00:00:01,1
5,464,1,4,2017,2017-10-01 00:00:01,1
5,465,1,4,2017,2017-10-01 00:00:01,1
5,466,1,4,2017,2017-10-01 00:00:01,1
5,467,1,4,2017,2017-10-01 00:00:01,1
5,468,1,4,2017,2017-10-01 00:00:01,1
5,469,1,4,2017,2017-10-01 00:00:01,1
5,470,1,4,2017,2017-10-01 00:00:01,1
5,471,1,4,2017,2017-10-01 00:00:01,1
5,472,1,4,2017,2017-10-01 00:00:01,1
5,473,1,4,2017,2017-10-01 00:00:01,1
5,474,1,4,2017,2017-10-01 00:00:01,1
5,475,1,4,2017,2017-10-01 00:00:01,1
5,476,1,4,2017,2017-10-01 00:00:01,1
5,477,1,4,2017,2017-10-01 00:00:01,1
5,478,1,4,2017,2017-10-01 00:00:01,1
5,479,1,4,2017,2017-10-01 00:00:01,1
5,480,1,4,2017,2017-10-01 00:00:01,1
5,481,1,4,2017,2017-10-01 00:00:01,1
5,482,1,4,2017,2017-10-01 00:00:01,1
5,483,1,4,2017,2017-10-01 00:00:01,1
5,484,1,4,2017,2017-10-01 00:00:01,1
5,485,1,4,2017,2017-10-01 00:00:01,1
5,486,1,4,2017,2017-10-01 00:00:01,1
5,487,1,4,2017,2017-10-01 00:00:01,1
5,488,1,4,2017,2017-10-01 00:00:01,1
5,489,1,4,2017,2017-10-01 00:00:01,1
5,490,1,4,2017,2017-10-01 00:00:01,1
5,491,1,4,2017,2017-10-01 00:00:01,1
5,492,1,4,2017,2017-10-01 00:00:01,1
5,493,1,4,2017,2017-10-01 00:00:01,1
6,494,1,4,2017,2017-10-01 00:00:01,1
6,495,1,4,2017,2017-10-01 00:00:01,1
6,496,1,4,2017,2017-10-01 00:00:01,1
6,497,1,4,2017,2017-10-01 00:00:01,1
6,498,1,4,2017,2017-10-01 00:00:01,1
6,499,1,4,2017,2017-10-01 00:00:01,1
6,500,1,4,2017,2017-10-01 00:00:01,1
6,501,1,4,2017,2017-10-01 00:00:01,1
6,502,1,4,2017,2017-10-01 00:00:01,1
6,503,1,4,2017,2017-10-01 00:00:01,1
6,504,1,4,2017,2017-10-01 00:00:01,1
6,505,1,4,2017,2017-10-01 00:00:01,1
6,506,1,4,2017,2017-10-01 00:00:01,1
6,507,1,4,2017,2017-10-01 00:00:01,1
6,508,1,4,2017,2017-10-01 00:00:01,1
6,509,1,4,2017,2017-10-01 00:00:01,1
6,510,1,4,2017,2017-10-01 00:00:01,1
6,511,1,4,2017,2017-10-01 00:00:01,1
6,512,1,4,2017,2017-10-01 00:00:01,1
6,513,1,4,2017,2017-10-01 00:00:01,1
6,514,1,4,2017,2017-10-01 00:00:01,1
6,515,1,4,2017,2017-10-01 00:00:01,1
6,516,1,4,2017,2017-10-01 00:00:01,1
6,517,1,4,2017,2017-10-01 00:00:01,1
6,518,1,4,2017,2017-10-01 00:00:01,1
6,519,1,4,2017,2017-10-01 00:00:01,1
6,520,1,4,2017,2017-10-01 00:00:01,1
6,521,1,4,2017,2017-10-01 00:00:01,1
6,522,1,4,2017,2017-10-01 00:00:01,1
6,523,1,4,2017,2017-10-01 00:00:01,1
6,524,1,4,2017,2017-10-01 00:00:01,1
6,525,1,4,2017,2017-10-01 00:00:01,1
6,526,1,4,2017,2017-10-01 00:00:01,1
6,527,1,4,2017,2017-10-01 00:00:01,1
6,528,1,4,2017,2017-10-01 00:00:01,1
6,529,1,4,2017,2017-10-01 00:00:01,1
6,530,1,4,2017,2017-10-01 00:00:01,1
6,531,1,4,2017,2017-10-01 00:00:01,1
6,532,1,4,2017,2017-10-01 00:00:01,1
6,533,1,4,2017,2017-10-01 00:00:01,1
6,534,1,4,2017,2017-10-01 00:00:01,1
6,535,1,4,2017,2017-10-01 00:00:01,1
6,536,1,4,2017,2017-10-01 00:00:01,1
