persona_id,m_id,e_id,weight,p-m-e,weight,not in A,
1,4,2066,0.2,1-4-2066,0.2,4903,
1,4,2067,0.2,1-4-2067,0.2,4909,
1,4,2068,0.4,1-4-2068,0.4,4915,
1,4,2069,0,1-4-2069,0,4921,
1,4,2070,0.4,1-4-2070,0.4,4927,
1,4,2071,0.5,1-4-2071,0.5,4933,
1,4,2072,0,1-4-2072,0,4939,
1,4,2073,0.5,1-4-2073,0.5,4945,
1,4,2074,0,1-4-2074,0,4951,
1,4,2075,0,1-4-2075,0,4957,
1,4,2076,0,1-4-2076,0,4963,
1,4,2077,0,1-4-2077,0,4969,
1,4,2078,0.6,1-4-2078,0.6,4975,
1,4,2079,0.4,1-4-2079,0.4,4981,
1,4,2080,0.4,1-4-2080,0.4,4987,
1,4,2081,0,1-4-2081,0,4993,
1,4,2082,0.4,1-4-2082,0.4,4999,
1,4,2083,0,1-4-2083,0,5005,
1,4,2084,0.5,1-4-2084,0.5,5011,
1,4,2085,0.5,1-4-2085,0.5,5017,
1,4,2086,0.3,1-4-2086,0.3,5023,
1,4,2087,0.1,1-4-2087,0.1,5029,
1,4,2088,0,1-4-2088,0,5035,
1,4,2089,0.9,1-4-2089,0.9,5041,
1,4,2090,0,1-4-2090,0,5047,
1,4,2091,0.5,1-4-2091,0.5,5053,
1,4,2092,0.5,1-4-2092,0.5,5059,
1,4,2093,0.5,1-4-2093,0.5,5065,
1,4,2094,0.5,1-4-2094,0.5,5071,
1,4,2095,0.2,1-4-2095,0.2,5077,
1,4,2096,0.2,1-4-2096,0.2,5083,
1,4,2097,0.2,1-4-2097,0.2,5089,
1,4,2098,0.6,1-4-2098,0.6,5095,
1,4,2099,0,1-4-2099,0,5101,
1,4,2100,0.2,1-4-2100,0.2,5107,
1,4,2101,0,1-4-2101,0,5113,
1,4,2102,0.3,1-4-2102,0.3,5119,
1,4,2103,0.1,1-4-2103,0.1,5125,
1,4,2104,0.1,1-4-2104,0.1,5131,
1,4,2105,0.5,1-4-2105,0.5,5137,
1,4,2106,1,1-4-2106,1,5143,
1,4,2107,0,1-4-2107,0,5149,
1,4,2108,0.5,1-4-2108,0.5,5155,
1,4,2109,0.6,1-4-2109,0.6,5161,
1,4,2110,0.5,1-4-2110,0.5,5167,
1,4,2111,0.2,1-4-2111,0.2,5173,
1,4,2112,0.3,1-4-2112,0.3,5179,
1,4,2113,0,1-4-2113,0,5185,
1,4,2114,0.5,1-4-2114,0.5,5191,
1,4,2115,0,1-4-2115,0,5197,
1,4,2116,0.2,1-4-2116,0.2,5203,
1,4,2117,0,1-4-2117,0,5209,
1,4,2118,0.2,1-4-2118,0.2,5215,
1,4,2119,0,1-4-2119,0,5221,
1,4,2120,0,1-4-2120,0,5227,
1,4,2121,0.2,1-4-2121,0.2,5233,
1,4,2122,0.1,1-4-2122,0.1,5239,
1,4,2123,0,1-4-2123,0,5245,
1,4,2124,0.2,1-4-2124,0.2,5251,
1,4,2125,0.1,1-4-2125,0.1,5257,
1,4,2126,0,1-4-2126,0,5263,
1,4,2127,0.1,1-4-2127,0.1,5269,
1,4,2128,0.1,1-4-2128,0.1,5275,
1,4,2129,0.5,1-4-2129,0.5,5281,
1,4,2130,0.1,1-4-2130,0.1,5287,
1,4,2131,0.5,1-4-2131,0.5,5293,
1,4,2132,0,1-4-2132,0,5299,
1,4,2133,0.6,1-4-2133,0.6,5305,
1,4,2134,0.5,1-4-2134,0.5,5311,
1,4,2135,0.2,1-4-2135,0.2,5317,
1,4,2136,0.2,1-4-2136,0.2,5323,
1,4,2137,0.4,1-4-2137,0.4,5329,
1,4,2138,0,1-4-2138,0,5335,
1,4,2139,0,1-4-2139,0,5341,
1,4,2140,0,1-4-2140,0,5347,
1,4,2141,0,1-4-2141,0,5353,
1,4,2142,0.8,1-4-2142,0.8,5359,
1,4,2143,0.5,1-4-2143,0.5,5365,
1,4,2144,0.5,1-4-2144,0.5,5371,
1,4,2145,0.3,1-4-2145,0.3,5377,
1,4,2146,0.1,1-4-2146,0.1,5383,
1,4,2147,0.3,1-4-2147,0.3,5389,
1,4,2148,1,1-4-2148,1,5395,
1,4,2149,0,1-4-2149,0,5401,
1,4,2150,0,1-4-2150,0,5407,
1,4,2151,0,1-4-2151,0,5413,
1,4,2152,0.5,1-4-2152,0.5,5419,
1,4,2153,0.5,1-4-2153,0.5,5425,
1,4,2154,0.3,1-4-2154,0.3,5431,
1,4,2155,0.2,1-4-2155,0.2,5437,
1,4,2156,0.3,1-4-2156,0.3,5443,
1,4,2157,0.2,1-4-2157,0.2,5449,
1,4,2158,0.3,1-4-2158,0.3,5455,
1,4,2159,0.3,1-4-2159,0.3,5461,
1,4,2160,0.1,1-4-2160,0.1,5467,
1,4,2161,0.8,1-4-2161,0.8,5473,
1,4,2162,0.4,1-4-2162,0.4,5479,
1,4,2163,0.5,1-4-2163,0.5,5485,
1,4,2164,0.2,1-4-2164,0.2,5491,
1,4,2165,0,1-4-2165,0,5497,
1,4,2166,0.3,1-4-2166,0.3,5503,
1,4,2167,0.4,1-4-2167,0.4,5509,
1,4,2168,0.6,1-4-2168,0.6,5515,
1,4,2169,0.2,1-4-2169,0.2,5521,
1,4,2170,0,1-4-2170,0,5527,
1,4,2171,0.4,1-4-2171,0.4,5533,
1,4,2172,0.2,1-4-2172,0.2,5539,
1,4,2173,0.4,1-4-2173,0.4,5545,
1,4,2174,0.5,1-4-2174,0.5,5551,
1,4,2175,0.3,1-4-2175,0.3,5557,
1,4,2176,0.1,1-4-2176,0.1,5563,
1,4,2177,0,1-4-2177,0,5569,
1,4,2178,0.6,1-4-2178,0.6,5575,
1,4,2179,0.3,1-4-2179,0.3,5581,
1,4,2180,0.1,1-4-2180,0.1,5587,
1,4,2181,0,1-4-2181,0,5593,
1,4,2182,0,1-4-2182,0,5599,
1,4,2183,0.2,1-4-2183,0.2,5605,
1,4,2184,0,1-4-2184,0,5611,
1,4,2185,0.5,1-4-2185,0.5,5617,
1,4,2186,0.2,1-4-2186,0.2,5623,
1,4,2187,0.8,1-4-2187,0.8,5629,
1,4,2188,0.6,1-4-2188,0.6,5635,
1,4,2189,0.2,1-4-2189,0.2,5641,
1,4,2190,0.4,1-4-2190,0.4,5647,
1,4,2191,0.3,1-4-2191,0.3,5653,
1,4,2192,0.4,1-4-2192,0.4,5659,
1,4,2193,0.6,1-4-2193,0.6,5665,
1,4,2194,0.2,1-4-2194,0.2,5671,
1,4,2195,0.3,1-4-2195,0.3,5677,
1,4,2196,0.9,1-4-2196,0.9,5683,
1,4,2197,0.6,1-4-2197,0.6,5689,
1,4,2198,0.5,1-4-2198,0.5,5695,
1,4,2199,0.4,1-4-2199,0.4,5701,
1,4,2200,0.2,1-4-2200,0.2,5707,
1,4,2201,0.2,1-4-2201,0.2,5713,
1,4,2202,0.4,1-4-2202,0.4,5719,
1,4,2203,0.4,1-4-2203,0.4,5725,
1,4,2204,0.3,1-4-2204,0.3,5731,
1,4,2205,0.2,1-4-2205,0.2,5737,
1,4,2206,0.6,1-4-2206,0.6,5743,
1,4,2207,0.5,1-4-2207,0.5,5749,
1,4,2208,0.5,1-4-2208,0.5,5755,
1,4,2209,0.2,1-4-2209,0.2,5761,
1,4,2210,0,1-4-2210,0,5767,
1,4,2211,0,1-4-2211,0,5773,
1,4,2212,0,1-4-2212,0,5779,
1,4,2213,0.1,1-4-2213,0.1,5785,
1,4,2214,0.5,1-4-2214,0.5,5791,
1,4,2215,0.2,1-4-2215,0.2,5797,
1,4,2216,0.2,1-4-2216,0.2,5803,
1,4,2217,0.2,1-4-2217,0.2,5809,
1,4,2218,0.3,1-4-2218,0.3,5815,
1,4,2219,0.6,1-4-2219,0.6,5821,
1,4,2220,0.5,1-4-2220,0.5,5827,
1,4,2221,0.5,1-4-2221,0.5,5833,
1,4,2222,0.4,1-4-2222,0.4,5839,
1,4,2223,0.6,1-4-2223,0.6,5845,
1,4,2224,0.2,1-4-2224,0.2,5851,
1,4,2225,0.1,1-4-2225,0.1,5857,
1,4,2226,0.2,1-4-2226,0.2,5863,
1,4,2227,0.3,1-4-2227,0.3,#N/A,1
1,4,2228,0.1,1-4-2228,0.1,#N/A,1
1,4,2229,0.1,1-4-2229,0.1,5869,
1,4,2230,0.6,1-4-2230,0.6,5875,
1,4,2231,0.2,1-4-2231,0.2,5881,
1,4,2232,0.2,1-4-2232,0.2,5887,
1,4,2233,0.3,1-4-2233,0.3,5893,
1,4,2234,0.3,1-4-2234,0.3,5899,
1,4,2235,0.5,1-4-2235,0.5,5905,
1,4,2236,0.3,1-4-2236,0.3,5911,
1,4,2237,0.2,1-4-2237,0.2,5917,
1,4,2238,0.2,1-4-2238,0.2,5923,
1,4,2239,0.3,1-4-2239,0.3,5929,
1,4,2240,0.2,1-4-2240,0.2,5935,
1,4,2241,0.4,1-4-2241,0.4,5941,
1,4,2242,0,1-4-2242,0,5947,
1,4,2243,0,1-4-2243,0,5953,
1,4,2244,0,1-4-2244,0,5959,
1,4,2245,0.6,1-4-2245,0.6,5965,
1,4,2246,0.4,1-4-2246,0.4,5971,
1,4,2247,0.2,1-4-2247,0.2,5977,
1,4,2248,0,1-4-2248,0,5983,
1,4,2249,0,1-4-2249,0,5989,
1,4,2250,0.5,1-4-2250,0.5,5995,
1,4,2251,0.2,1-4-2251,0.2,6001,
1,4,2252,0.2,1-4-2252,0.2,6007,
1,4,2253,0,1-4-2253,0,6013,
1,4,2254,0,1-4-2254,0,6019,
1,4,2255,0.5,1-4-2255,0.5,6025,
1,4,2256,0,1-4-2256,0,6031,
1,4,2257,1,1-4-2257,1,6037,
1,4,2258,0.8,1-4-2258,0.8,6043,
1,4,2259,0.8,1-4-2259,0.8,6049,
1,4,2260,0.6,1-4-2260,0.6,6055,
1,4,2261,0.5,1-4-2261,0.5,6061,
1,4,2262,0,1-4-2262,0,6067,
1,4,2263,0.4,1-4-2263,0.4,6073,
1,4,2264,0,1-4-2264,0,6079,
1,4,2265,0,1-4-2265,0,6085,
1,4,2266,0.1,1-4-2266,0.1,6091,
1,4,2267,0.2,1-4-2267,0.2,6097,
1,4,2268,0,1-4-2268,0,6103,
1,4,2269,0,1-4-2269,0,6109,
1,4,2270,0.2,1-4-2270,0.2,6115,
1,4,2271,0,1-4-2271,0,6121,
1,4,2272,0.4,1-4-2272,0.4,6127,
1,4,2273,0.2,1-4-2273,0.2,6133,
1,4,2274,0.2,1-4-2274,0.2,6139,
1,4,2275,0.6,1-4-2275,0.6,6145,
1,4,2276,0.2,1-4-2276,0.2,6151,
1,4,2277,0.2,1-4-2277,0.2,6157,
1,4,2278,0.8,1-4-2278,0.8,6163,
1,4,2279,0.7,1-4-2279,0.7,6169,
1,4,2280,0.4,1-4-2280,0.4,6175,
1,4,2281,0,1-4-2281,0,6181,
1,4,2282,0.4,1-4-2282,0.4,6187,
1,4,2283,0.3,1-4-2283,0.3,6193,
1,4,2284,0.4,1-4-2284,0.4,6199,
1,4,2285,0.8,1-4-2285,0.8,6205,
1,4,2286,0.8,1-4-2286,0.8,6211,
1,4,2287,0.8,1-4-2287,0.8,6217,
1,4,2288,0.5,1-4-2288,0.5,6223,
1,4,2289,0.6,1-4-2289,0.6,6229,
1,4,2290,0.3,1-4-2290,0.3,6235,
1,4,2291,0.2,1-4-2291,0.2,6241,
1,4,2292,0.6,1-4-2292,0.6,6247,
1,4,2293,0.2,1-4-2293,0.2,6253,
1,4,2294,0.4,1-4-2294,0.4,6259,
1,4,2295,0.4,1-4-2295,0.4,6265,
1,4,2296,0.2,1-4-2296,0.2,6271,
1,4,2297,0,1-4-2297,0,6277,
1,4,2298,0.3,1-4-2298,0.3,6283,
1,4,2299,1,1-4-2299,1,6289,
1,4,2300,0.3,1-4-2300,0.3,6295,
1,4,2301,0.3,1-4-2301,0.3,6301,
1,4,2302,0.2,1-4-2302,0.2,6307,
1,4,2303,0,1-4-2303,0,6313,
1,4,2304,0.3,1-4-2304,0.3,6319,
1,4,2305,0,1-4-2305,0,6325,
1,4,2306,0,1-4-2306,0,6331,
1,4,2307,0,1-4-2307,0,6337,
1,4,2308,1,1-4-2308,1,6343,
1,4,2309,0.2,1-4-2309,0.2,6349,
1,4,2310,0.2,1-4-2310,0.2,6355,
1,4,2311,0,1-4-2311,0,6361,
1,4,2312,0,1-4-2312,0,6367,
1,4,2313,0,1-4-2313,0,6373,
1,4,2314,0,1-4-2314,0,6379,
1,4,2315,0,1-4-2315,0,6385,
1,4,2316,0,1-4-2316,0,6391,
1,4,2317,0,1-4-2317,0,6397,
1,4,2318,0,1-4-2318,0,6403,
1,4,2319,0,1-4-2319,0,6409,
1,4,2320,0,1-4-2320,0,6415,
1,4,2321,0,1-4-2321,0,6421,
1,4,2322,0,1-4-2322,0,6427,
1,4,2323,0.2,1-4-2323,0.2,6433,
1,4,2324,0.3,1-4-2324,0.3,6439,
1,4,2325,0.2,1-4-2325,0.2,6445,
1,4,2326,0,1-4-2326,0,6451,
1,4,2327,0,1-4-2327,0,6457,
1,4,2328,0,1-4-2328,0,6463,
1,4,2329,0.5,1-4-2329,0.5,6469,
1,4,2330,0.1,1-4-2330,0.1,6475,
1,4,2331,0.1,1-4-2331,0.1,6481,
1,4,2332,0.1,1-4-2332,0.1,6487,
1,4,2333,0.1,1-4-2333,0.1,6493,
1,4,2334,0.1,1-4-2334,0.1,6499,
1,4,2335,0.1,1-4-2335,0.1,6505,
2,4,2000,1,2-4-2000,1,4508,
2,4,2001,1,2-4-2001,1,4514,
2,4,2002,0.8,2-4-2002,0.8,4520,
2,4,2003,0.7,2-4-2003,0.7,4526,
2,4,2004,0.6,2-4-2004,0.6,4532,
2,4,2005,0.5,2-4-2005,0.5,4538,
2,4,2006,1,2-4-2006,1,4544,
2,4,2007,0.8,2-4-2007,0.8,4550,
2,4,2008,1,2-4-2008,1,4556,
2,4,2009,1,2-4-2009,1,4562,
2,4,2010,0.9,2-4-2010,0.9,4568,
2,4,2011,1,2-4-2011,1,4574,
2,4,2012,0.6,2-4-2012,0.6,4580,
2,4,2013,1,2-4-2013,1,4586,
2,4,2014,0.8,2-4-2014,0.8,4592,
2,4,2015,0.8,2-4-2015,0.8,4598,
2,4,2016,0.9,2-4-2016,0.9,4604,
2,4,2017,0.7,2-4-2017,0.7,4610,
2,4,2018,0.9,2-4-2018,0.9,4616,
2,4,2019,0.9,2-4-2019,0.9,4622,
2,4,2020,0.8,2-4-2020,0.8,4628,
2,4,2021,0.8,2-4-2021,0.8,4634,
2,4,2022,0.6,2-4-2022,0.6,4640,
2,4,2023,0.8,2-4-2023,0.8,4646,
2,4,2024,0.5,2-4-2024,0.5,4652,
2,4,2025,0.5,2-4-2025,0.5,4658,
2,4,2026,0.9,2-4-2026,0.9,4664,
2,4,2027,0.9,2-4-2027,0.9,4670,
2,4,2028,0.9,2-4-2028,0.9,4676,
2,4,2029,0.8,2-4-2029,0.8,4682,
2,4,2030,0.8,2-4-2030,0.8,4688,
2,4,2031,1,2-4-2031,1,4694,
2,4,2032,0.9,2-4-2032,0.9,4700,
2,4,2033,1,2-4-2033,1,4706,
2,4,2034,0.8,2-4-2034,0.8,4712,
2,4,2035,0.6,2-4-2035,0.6,4718,
2,4,2036,0.8,2-4-2036,0.8,4724,
2,4,2037,1,2-4-2037,1,4730,
2,4,2038,0.8,2-4-2038,0.8,4736,
2,4,2039,0.6,2-4-2039,0.6,4742,
2,4,2040,0.7,2-4-2040,0.7,4748,
2,4,2041,0.3,2-4-2041,0.3,4754,
2,4,2042,0.9,2-4-2042,0.9,4760,
2,4,2043,0.6,2-4-2043,0.6,4766,
2,4,2044,0.8,2-4-2044,0.8,4772,
2,4,2045,1,2-4-2045,1,4778,
2,4,2046,0.8,2-4-2046,0.8,4784,
2,4,2047,1,2-4-2047,1,4790,
2,4,2048,0.8,2-4-2048,0.8,4796,
2,4,2049,0.6,2-4-2049,0.6,4802,
2,4,2050,1,2-4-2050,1,4808,
2,4,2051,1,2-4-2051,1,4814,
2,4,2052,0.8,2-4-2052,0.8,4820,
2,4,2053,0.5,2-4-2053,0.5,4826,
2,4,2054,0.8,2-4-2054,0.8,4832,
2,4,2055,0.8,2-4-2055,0.8,4838,
2,4,2056,0.6,2-4-2056,0.6,4844,
2,4,2057,0.8,2-4-2057,0.8,4850,
2,4,2058,0.7,2-4-2058,0.7,4856,
2,4,2059,0.9,2-4-2059,0.9,4862,
2,4,2060,0.6,2-4-2060,0.6,4868,
2,4,2061,1,2-4-2061,1,4874,
2,4,2062,0.8,2-4-2062,0.8,4880,
2,4,2063,0.8,2-4-2063,0.8,4886,
2,4,2064,0.7,2-4-2064,0.7,4892,
2,4,2065,0.9,2-4-2065,0.9,4898,
2,4,2066,1,2-4-2066,1,4904,
2,4,2067,0.8,2-4-2067,0.8,4910,
2,4,2068,0.8,2-4-2068,0.8,4916,
2,4,2069,1,2-4-2069,1,4922,
2,4,2070,0.7,2-4-2070,0.7,4928,
2,4,2071,1,2-4-2071,1,4934,
2,4,2072,0.8,2-4-2072,0.8,4940,
2,4,2073,1,2-4-2073,1,4946,
2,4,2074,0.6,2-4-2074,0.6,4952,
2,4,2075,0.8,2-4-2075,0.8,4958,
2,4,2076,1,2-4-2076,1,4964,
2,4,2077,0.6,2-4-2077,0.6,4970,
2,4,2078,0.8,2-4-2078,0.8,4976,
2,4,2079,0.6,2-4-2079,0.6,4982,
2,4,2080,0.6,2-4-2080,0.6,4988,
2,4,2081,0.5,2-4-2081,0.5,4994,
2,4,2082,0.6,2-4-2082,0.6,5000,
2,4,2083,0.6,2-4-2083,0.6,5006,
2,4,2084,1,2-4-2084,1,5012,
2,4,2085,1,2-4-2085,1,5018,
2,4,2086,1,2-4-2086,1,5024,
2,4,2087,0.8,2-4-2087,0.8,5030,
2,4,2088,0.5,2-4-2088,0.5,5036,
2,4,2089,1,2-4-2089,1,5042,
2,4,2090,0.8,2-4-2090,0.8,5048,
2,4,2091,1,2-4-2091,1,5054,
2,4,2092,1,2-4-2092,1,5060,
2,4,2093,1,2-4-2093,1,5066,
2,4,2094,1,2-4-2094,1,5072,
2,4,2095,0.8,2-4-2095,0.8,5078,
2,4,2096,0.8,2-4-2096,0.8,5084,
2,4,2097,1,2-4-2097,1,5090,
2,4,2098,1,2-4-2098,1,5096,
2,4,2099,0.4,2-4-2099,0.4,5102,
2,4,2100,0.9,2-4-2100,0.9,5108,
2,4,2101,0.6,2-4-2101,0.6,5114,
2,4,2102,0.8,2-4-2102,0.8,5120,
2,4,2103,0.7,2-4-2103,0.7,5126,
2,4,2104,0.8,2-4-2104,0.8,5132,
2,4,2105,1,2-4-2105,1,5138,
2,4,2106,1,2-4-2106,1,5144,
2,4,2107,1,2-4-2107,1,5150,
2,4,2108,1,2-4-2108,1,5156,
2,4,2109,0.9,2-4-2109,0.9,5162,
2,4,2110,1,2-4-2110,1,5168,
2,4,2111,0.9,2-4-2111,0.9,5174,
2,4,2112,0.7,2-4-2112,0.7,5180,
2,4,2113,1,2-4-2113,1,5186,
2,4,2114,1,2-4-2114,1,5192,
2,4,2115,0.8,2-4-2115,0.8,5198,
2,4,2116,1,2-4-2116,1,5204,
2,4,2117,0.9,2-4-2117,0.9,5210,
2,4,2118,0.8,2-4-2118,0.8,5216,
2,4,2119,0.6,2-4-2119,0.6,5222,
2,4,2120,1,2-4-2120,1,5228,
2,4,2121,0.6,2-4-2121,0.6,5234,
2,4,2122,0.3,2-4-2122,0.3,5240,
2,4,2123,0.4,2-4-2123,0.4,5246,
2,4,2124,0.5,2-4-2124,0.5,5252,
2,4,2125,0.3,2-4-2125,0.3,5258,
2,4,2126,0,2-4-2126,0,5264,
2,4,2127,0.3,2-4-2127,0.3,5270,
2,4,2128,1,2-4-2128,1,5276,
2,4,2129,1,2-4-2129,1,5282,
2,4,2130,0.7,2-4-2130,0.7,5288,
2,4,2131,1,2-4-2131,1,5294,
2,4,2132,0.8,2-4-2132,0.8,5300,
2,4,2133,0.8,2-4-2133,0.8,5306,
2,4,2134,1,2-4-2134,1,5312,
2,4,2135,0.8,2-4-2135,0.8,5318,
2,4,2136,0.8,2-4-2136,0.8,5324,
2,4,2137,0.6,2-4-2137,0.6,5330,
2,4,2138,0.8,2-4-2138,0.8,5336,
2,4,2139,0.6,2-4-2139,0.6,5342,
2,4,2140,1,2-4-2140,1,5348,
2,4,2141,1,2-4-2141,1,5354,
2,4,2142,0.6,2-4-2142,0.6,5360,
2,4,2143,1,2-4-2143,1,5366,
2,4,2144,1,2-4-2144,1,5372,
2,4,2145,0.7,2-4-2145,0.7,5378,
2,4,2146,0.6,2-4-2146,0.6,5384,
2,4,2147,1,2-4-2147,1,5390,
2,4,2148,1,2-4-2148,1,5396,
2,4,2149,0.3,2-4-2149,0.3,5402,
2,4,2150,0.3,2-4-2150,0.3,5408,
2,4,2151,0.6,2-4-2151,0.6,5414,
2,4,2152,1,2-4-2152,1,5420,
2,4,2153,1,2-4-2153,1,5426,
2,4,2154,0.9,2-4-2154,0.9,5432,
2,4,2155,0.7,2-4-2155,0.7,5438,
2,4,2156,0.9,2-4-2156,0.9,5444,
2,4,2157,0.7,2-4-2157,0.7,5450,
2,4,2158,0.9,2-4-2158,0.9,5456,
2,4,2159,0.9,2-4-2159,0.9,5462,
2,4,2160,0.7,2-4-2160,0.7,5468,
2,4,2161,0.6,2-4-2161,0.6,5474,
2,4,2162,0.3,2-4-2162,0.3,5480,
2,4,2163,0.9,2-4-2163,0.9,5486,
2,4,2164,0.7,2-4-2164,0.7,5492,
2,4,2165,0.6,2-4-2165,0.6,5498,
2,4,2166,0.9,2-4-2166,0.9,5504,
2,4,2167,0.8,2-4-2167,0.8,5510,
2,4,2168,0.9,2-4-2168,0.9,5516,
2,4,2169,0.7,2-4-2169,0.7,5522,
2,4,2170,0.6,2-4-2170,0.6,5528,
2,4,2171,0.8,2-4-2171,0.8,5534,
2,4,2172,0.4,2-4-2172,0.4,5540,
2,4,2173,0.8,2-4-2173,0.8,5546,
2,4,2174,1,2-4-2174,1,5552,
2,4,2175,0.8,2-4-2175,0.8,5558,
2,4,2176,0.6,2-4-2176,0.6,5564,
2,4,2177,0.4,2-4-2177,0.4,5570,
2,4,2178,1,2-4-2178,1,5576,
2,4,2179,0.8,2-4-2179,0.8,5582,
2,4,2180,0.6,2-4-2180,0.6,5588,
2,4,2181,0.5,2-4-2181,0.5,5594,
2,4,2182,0.4,2-4-2182,0.4,5600,
2,4,2183,0.5,2-4-2183,0.5,5606,
2,4,2184,0.4,2-4-2184,0.4,5612,
2,4,2185,0.8,2-4-2185,0.8,5618,
2,4,2186,0.6,2-4-2186,0.6,5624,
2,4,2187,1,2-4-2187,1,5630,
2,4,2188,1,2-4-2188,1,5636,
2,4,2189,0.5,2-4-2189,0.5,5642,
2,4,2190,0.8,2-4-2190,0.8,5648,
2,4,2191,0.6,2-4-2191,0.6,5654,
2,4,2192,0.8,2-4-2192,0.8,5660,
2,4,2193,1,2-4-2193,1,5666,
2,4,2194,0.5,2-4-2194,0.5,5672,
2,4,2195,0.6,2-4-2195,0.6,5678,
2,4,2196,0.9,2-4-2196,0.9,5684,
2,4,2197,1,2-4-2197,1,5690,
2,4,2198,0.8,2-4-2198,0.8,5696,
2,4,2199,0.6,2-4-2199,0.6,5702,
2,4,2200,0.8,2-4-2200,0.8,5708,
2,4,2201,0.8,2-4-2201,0.8,5714,
2,4,2202,0.7,2-4-2202,0.7,5720,
2,4,2203,0.7,2-4-2203,0.7,5726,
2,4,2204,1,2-4-2204,1,5732,
2,4,2205,0.8,2-4-2205,0.8,5738,
2,4,2206,1,2-4-2206,1,5744,
2,4,2207,0.7,2-4-2207,0.7,5750,
2,4,2208,0.7,2-4-2208,0.7,5756,
2,4,2209,0.6,2-4-2209,0.6,5762,
2,4,2210,0.6,2-4-2210,0.6,5768,
2,4,2211,0.6,2-4-2211,0.6,5774,
2,4,2212,0.8,2-4-2212,0.8,5780,
2,4,2213,1,2-4-2213,1,5786,
2,4,2214,0.9,2-4-2214,0.9,5792,
2,4,2215,0.8,2-4-2215,0.8,5798,
2,4,2216,0.7,2-4-2216,0.7,5804,
2,4,2217,0.8,2-4-2217,0.8,5810,
2,4,2218,0.8,2-4-2218,0.8,5816,
2,4,2219,0.7,2-4-2219,0.7,5822,
2,4,2220,0.7,2-4-2220,0.7,5828,
2,4,2221,0.7,2-4-2221,0.7,5834,
2,4,2222,0.8,2-4-2222,0.8,5840,
