7,9,2019,3,1,5,"Using CCW's integration toolkit, CCW has been fully integrated with PowerBI and RANET and other business intelligence systems as well as data warehousing solutions like SSAS.  CCW has a native integration with Tableau. However, our warehouse integration toolkit offers the ability to deliver data to any BI tool in XML format. It exports the reporting data on a scheduled basis to other warehouse tools for BI and reporting. The warehouse integration toolkit denormalizes the data and exports all new/edits to the external customer's warehouse in the form of XML so that it can be consumed. ​New and updated data can be exported on a daily basis, and CCW can perform multiple exports in a single day.

",4
7,10,2019,3,1,4,"CCW dashboards enable every user to focus on the program elements of greatest importance to their role. Content access is determined by role and customizable default templates are included. Users can fully configure dashboard views from the front end, controlling the layout, charts and tables to be presented, and fields to be included in each without contacting VMS support or an IT department.  Every data point will be available for reporting and analysis, including use of external data from social networking platforms, employment sites, government employment data, and external demographic data, combining it with clients’ statistical data and stakeholder feedback systems to benchmark performance.  Charts and graphs are editable, and notations can be added.  Dashboards provide complete drill-down capabilities (from graphs and charts as well as list views), with the ability to perform all actions directly from the dashboard, often in as little as three clicks.  Dashboards also include real-time synchronized calendars and ‘To Do’ lists, enabling all actions to be taken from the dashboard.",4
7,11,2019,3,1,4,"Service Level Agreements (SLA) are established with every client at program inception.  Because the needs and priorities of each client differs, a formal process is employed to establish SLAs.  It includes the definition of the key performance indicators, the stakeholder/audience being impacted, and the goals/thresholds to be measured.  Metrics are then entered into CCW during initial configuration.  CCW can monitor, analyze and report on any KPI. Most clients elect to include delivery metrics, stakeholder satisfaction measures, compliance measurements to ensure adherence to corporate policies and government regulations, and product performance SLAs that measure CCW availability, hotline responsiveness, and resolution of technical issues.

CCW includes predefined CWM KPIs related to submittal rate, submit-to-interview ratio, submit-to-hire ratio, time to submit, time to fill, diversity, attrition, cost metrics, billing accuracy, and user satisfaction. For SOW-based contract services, predefined metrics that have been found very effective include accuracy in tracking all approvals, change order management, tracking resources against task orders, billing hours by resources against different task orders, expense reporting, and tracking deliverables and invoicing based on different milestones, and tracking of funding allocated to PO/Task order.  In addition, SOW KPIs typically include compliance with onboarding for all resources working on SOW projects, time to fulfill task orders by suppliers, and burn chart tracking for projects.

 
Supplier Scorecard Reports included within CCW can be configured to track up to 25 key client-defined supplier performance measurements.  Clients can weight each metric, generating an overall supplier score and ranking the supplier against the entire supply base or a selected group of suppliers. At the client’s discretion, separate metrics can be configured and contracted with specialty service firms, small businesses, diversity suppliers or short-term providers of service. Clients can establish thresholds for satisfactory performance at the metric level, or overall. Suppliers have access to their supplier scorecards and other reports, enabling them to monitor their performance.

 
CCW, tracks and reports on all established SLAs.  Every transaction is tracked.  CCW provides analytics with the backup detail to monitor and measure the program performance. CCW will also pull data from the enterprise applications that it has been integrated with to provide comprehensive data analysis.  All analytics can be based on different parameters such as service categories, location, business units etc.

Service Level Agreements and KPIs need to evolve with the program to meet the dynamic needs of the enterprise. Planned changes to processes, projects or goals for the upcoming quarter are reviewed, and an assessment of whether the KPIs are effective in helping to measure performance against stated goals is periodically conducted.  Changes are then made to CCW through a simple form change.",3
7,12,2019,3,1,4,"Reports and dashboards are available to MSPs and suppliers. CCW is a role-based system.  When establishing roles and associated permissions, authorization to access reports is indicated. Permissions can be established at a granular level, indicating the data and types of reports to be accessed,  authorization to run ad hoc reports, ability to export data into reports, etc.",3
7,13,2019,3,1,5,"CCW has multiple spend analysis capabilities which allows the users to categorize and classify spend based on skill categories, engagement duration, business units, cost centers etc. Drill down reports provide visibility into spend grouped by different fields.

•        Spend by supplier, job title, worker classification, location, business unit, and other factors
•        Breakdown of labor spend by regular time, OT, expenses, etc.
•        Budget vs. actual spend
•        Reallocation of budgets across project segments
•        'What-If Scenarios' for spend forecasting, resource mix analysis, and bill rate adjustment analysis 
•        Project burn rate analysis
•        Comparisons to prior periods
•        Actual vs. expected cost savings
•        Earned Value Management for SOW-based projects
•        Outliers or anomalies such as Overtime Excess or Cost Center excess
•        Integrations with industry-leading spend analysis modules within ERP systems
•        Identification and rejection of charges against charge numbers that have exceeded the established spend limit or have been closed
•        Rate benchmarking against market rates for pay and bill rates as well as mark-ups.  
•        Reverse auction and counter offer functionality, comparing market-based rates against the supplier’s rate card. The system then tracks the initial offer from the supplier to the final negotiated rate and report it as a savings or cost avoidance",4
7,14,2019,3,1,5,"CCW is exclusively hosted by Amazon Web Services, a public cloud.  We do not offer the system via a private cloud or on premise option.",0
7,15,2019,3,1,5,100% public cloud,4
7,16,2019,3,1,5,"Coupa Contingent Workforce technology architecture utilizes ployglot persistence principles i.e. right persistence (storage) technology for right kind of workload. Transactional and analytical data is stored in Microsoft SQL server configured for high availability & horizontal scalaibility. NoSQL in-memory database ""Redis"" tuned for high availability, performance & scalability is utilized for caching frequently used data . In addition, Coupa Contingent Workforce uses Apache Hbase for storing data required for its ""Big Data"" driven features like ""Match Index"" while MongoDB, a document style NoSQL database is used for storing processed data in json format for easy rendering.  A combination for SSD (Solid State Drive) based file storage and AWS S3 is used for storing datasets required for bulk processing e.g. for file based integrations while AWS ""Glacier"" storage mechanisms is used to archive infrequently used files & datasets",4
7,17,2019,3,1,4,"
Coupa Contingent Workforce applies analytics capabilities to match candidates against requests using the unstructured data captured in the job description, required skills and the resume. It also can parse & analyze resume's to extract out supplier names enabling customers with vendor neutral programs to process resumes without having to manually scan each of them to identify & remove supplier names.",4
7,18,2019,3,1,4,"CCW provides extensive support for “Big Data” from volume & variety perspective. It processes extensive amount of structured data like transactional data and unstructured data like resumes, job description etc. Examples include
•        Use the data to rate the effectiveness of different talent acquisition sources.
•        Establish benchmarks by comparing contingent workforce management program performance to market standards.  Conduct quarter-to-quarter trend analyses and use this data to predict future demand and performance.  
•        Examine the workforce overall, as well as by location, department, supplier and/or hiring manager. Hone in on the outliers.  
•        Natural Language Processing is used to assess the hiring decisions of each hiring manager, identifying trends and preferences that are indicators of the intangible qualities of a “best fit” candidate
•        Evaluate reported issues/inquiries to identify emerging client needs and product areas needing enhancement
Our searches and filtering are based on an in-memory database, which gives the system near real-time processing speed. The database consists of a HBASE on Linux for the analytics with Microsoft SQL Server for transactions.
CCW is a multi-tenant SaaS product hosted in the cloud by Amazon Web Services (AWS) and data access is managed using Tenant View Filter. This maintains a single codebase and a single instance on the cloud.
AWS has implemented security management processes, PCI controls, and other security controls designed to isolate each customer from other customers. AWS systems are designed to prevent customers from accessing physical hosts or instances not assigned to them by filtering through the virtualization software. Clients are isolated and partitioned using their data attributes and custom configuration so data is not shared in the same tables.",3
7,19,2019,3,1,4,"Business-specific terminology may be configured based on customer requirements.  In addition, the product offers configurable Guidance Text to include customer's data descriptions.",3
7,20,2019,3,1,4,"CCW automatically checks for missing data or data that does not fall within established thresholds or format types, alerting the user of the error and preventing processing until corrections are made. 

",3
7,21,2019,3,1,5,"Our technology stack consists of a multi-tier, service-based architecture with Microsoft's MVC-.NET framework coupled with Python and Angular.js. The entire front end is responsive bootstrap compatible design.",3
7,22,2019,3,1,5,"Our technology stack consists of a multi-tier, service-based architecture with Microsoft's MVC-.NET framework coupled with Python and Angular.js. The entire front end is responsive bootstrap compatible design.",3
7,23,2019,3,1,5,"Security is provided at the physical security, network security, and application security levels. CCW is hosted by Amazon Web Services' (AWS) world class data centers. AWS offers Coupa a redundant SAS70/SSAE16 certified infrastructure and ensures complete reliability, scalability and security along with multiple availability zones in different regions. For security purposes, Coupa and Amazon do not reveal the locations of these data centers.  AWS offers enhanced security tools and features:
•        VPC (Virtual Private Cloud): All assets are hosted within VPC and can be only accessed via a secure VPN tunnel. VPC traffic goes through single internet gateway.
•        Subnets: VPC is further broken down in high available Subnets access to which can be controlled via ACL rules for both inbound and outbound traffic.
•        EC2 (Elastic Cloud Compute): All assets (including webservers) have private IP addresses and are contained within Security groups (Software firewall)
•        Elastic Load Balancer: External service that has rotating IP address and allows users to connect only via HTTPS URL.
•        S3 Bucket: high durable, scalable and secure object bucket that allows us to encrypt store objects such as backups and static content.

Intrusion detection sensors report events to a central security management system. CCW is a role-based system, with user access controlled by role and through password management.  Data is encrypted in transit and sensitive data is also encrypted at rest.  We use symmetric encryption based on AES-256 algorithm. Keys are configured separately for each client. The backups and static objects are stored in S3 in an encrypted format using AES-256. We use Amazon EBS encryption to encrypt EBS volumes attached to EC2 instance (server).  Data in motion is also encrypted. PGP/RSA is used to encrypt the files during staging and transfer. CCW uses SSL certificate and all the information submitted by the user is encrypted using AES 256 bit encryption using TLS 1.2.  IIS application pool identify is used for the application to connect and authenticate against the database.  PII data is not used or stored by CCW unless requested by the client.  CCW automatically scans all files prior to upload, and quarantines, cleanses, and blocks specific file types using up to date malware signatures at the application layer.

Our data centers are housed in nondescript facilities. Physical access is strictly controlled both at the perimeter and at building ingress points by professional security staff utilizing video surveillance, intrusion detection systems, and other electronic means. Authorized staff must pass two‐factor authentication a minimum of two times to access data center floors. All visitors and contractors are required to present identification and are signed in and continually escorted by authorized staff.
Client data has never been breached. ",4
7,24,2019,3,1,,"CCW was designed to maximize adoption through ease of use.  Some of the many features incorporated into CCW to improve efficiency include:
•        Help Features:
-        ""Quick Start"" circles on the landing page that take the user directly to the desired action
-        'Trust but Verify' feature requests confirmation before committing any action.
-        'Active Guidance heart beats' provides diagrams of current stage and next steps.
-        'Record Memory' populates fields with previously entered values.
-        'Help Yourself' provides context-sensitive user help for every work step.
-        Error checking and system validations prevent mistakes at the source.  Limits and thresholds can be set for appropriate fields to ensure compliance to business policies. 
•        Role-based system in which users only see those modules, pages and fields relevant to their role assignments
•        “Smart Forms” feature enables the creation of custom forms and tables with multiple sections, workflow controls, and the ability to pull data from multiple sources. The system enables authorized users to select data sources, design the form/table from a template or from scratch, then establish workflows for approval or processing.   Customer-specific fields can be added to any table or form.
•        Wizards and Decision trees to aid in selecting the optimal type and source of non-employee 
•        Auto-synchronization with Outlook and other standard email calendar systems enables clients and suppliers to receive alerts and perform tasks without having to log into CCW
•        Templates for requirements, Statements of Work and job descriptions significantly reduce administrative time and effort.
•        A rules-based system in which modification is simply a matter of changing a setting 
•        Single, scalable platform for managing all types of non-employees 
•        Configurable, role-specific dashboard with complete drill-down capabilities and the ability to perform any function from the dashboard; ability to create requisition in 3 clicks
•        Ability to attach an audio file to a requisition
•        Gamification to encourage adoption 
•        Online chat facilities 
•        Ability to enter requisitions via voice command 
•        Complete functionality on iOS and Android mobile devices",4
7,25,2019,3,1,4,"Coupa takes an iterative and user-based research design approach, leveraging opportunities to interview and observe end users using our system.  This provides guidance on each of our UX designs to ensure maxium user adoption and frictionless experiences.  Our fundamental belief is that the best UI is no UI, so in addition to a strong UX, we implement systems that are prescriptive and automate tasks for our users whenever possible.

Coupa User Experience Design is the process of ensuring customer success by improving the usability, accessibility, and pleasure of the interaction between the user and Coupa company, services and products.  We believe in four UX Principles:

1. Innovation - Just build better experiences
2. Ease of Use - Expected behavior, no training
3. Consistency - Learn once, use everywhere
4. Simplicity - Best UI is no UI

We build our navigation, tables and forms with the clarity of showing right information at the high time. We also allow admins and end users to customize these elements to achieve the utmost user efficiency for their specific business processes. 

Our UI elements are consistent across product workflows, so that user can use the same familiar UI approach everywhere.",4
7,26,2019,3,1,4,Our UI framework was  implemented in August 2017. The framework is based on Bootstrap 4.0 and is WCAG compliant.  Our UI is constantly updated and improved through empathic design and user research.,3
7,27,2019,3,1,4,"We have a full UX team that work in close coordination with our customers, product management and front-end developers to deliver the best user experience. For example, in the week this Solution Map response is due, the UX team is meeting with two separate very large customers on day in the life sessions. This is a very common area and our UX team is filled with specialists.",4
7,28,2019,3,1,4,"YES. ​When a user is added to the system, the user receives an email with the URL and user name, and is directed to establish a password.  Configurable password management options include password strength, expiry of password, inactivity blocks (i.e., Users get locked out on incorrect password entry ""n"" number of times with n being configurable for the client), inactivity period, and use of secret reminder clues.  A user can change their own password at any time. 

Standard settings include:
Password strength: Minimum 8 characters, at least 1 capital letter, 1 symbol and 1 numeral required
Password expiry: 90 days
Inactivity period: 15 minutes
Inactivity blocks: 5 tries
Use of reminder clues: 3 clues required

The authentication for mobile apps uses the same user name and password as when accessing CCW from a desktop device, and same WebAPI services for authentication and validation. The CCW mobile can use the SSO token for authentication. Client Users (who do not have a user name and password, since they login to web through SSO) will need to generate the SSO token in the web and then input that token in the mobile. ",3
7,29,2019,3,1,4,YES.  We provide SAML 2.0 based SSO. We also provide Oauth OpenID Connect based SSO.,3
7,30,2019,3,1,4,"CCW utilizes a role-based, single sign-on access management system that ensures that all users can only view and access information and resources specified for their respective role. 

Roles can be tied to the function and/or to the individual. A single individual can be assigned more than one role, with specified access and privileges for each role.  The roles can be defined to have filtered access or ""no-filter"" access to data.

The client’s designated program administrator(s) exclusively assign access rights.  After reviewing and verifying the validity of each request, the program administrator will assign roles and associated permissions, then send login information to the new user. Users must establish passwords and CCW enforces rigorous password management.  ",3
7,31,2019,3,1,4,"Roles, with associated access privileges, are established during system configuration based on the client's classification for data access and privacy.  A classification map document is created to ensure that data confidentiality classifications are tied to system access levels.",3
7,32,2019,3,1,4,"As indicated above, roles and associated permissions are fully configurable and can be defined to any level of granularity.  There is no maximum number of user roles, and no limit to the variations on each role that can be created by assigning different permissions.",3
7,33,2019,3,1,5,"CCW has native mobile apps for iOS (Apple) which is on the App store as well as Android which is on the Google Play store. All functionality (e.g., approvals, requirement fulfillment, candidate assessment, interviews, selection, timesheets and expenses, report generation) within CCW can be performed via a mobile device. This includes approving statement of work change orders, providing end-of-assignment feedback, texting important documentation, and receiving alerts.  Users can approve a transaction via email without logging in by simply replying to the email. CCW mobile app uses the camera for uploading receipts for expense reporting so that images clicked by the camera can be directly used in the expense report. The GPS is used to track the candidates' geographical location, and their proximity to the work location during submission and recommendation of positions.",4
7,34,2019,3,1,5,"CCW already has native mobile apps - one on iOS available in the App Store and one on Android available from the Google Play store.  Of course, any future enhancement to CCW will be applicable to our mobile capabilities.  In addition, CCW follows a balanced approach where we assess customer, innovation, and market requirements to drive our roadmap, enabling us to deliver 3-releases per year.",4
7,35,2019,3,1,5,Every customer uses mobile.,4
7,36,2019,3,1,5,"Some of the support for open standards includes:
1.	OCDS support using JSON structure for line item amounts, milestones, amounts and documents.
2.	cXML support
3.	HR XML support

The supplier can integrate their ATS, financial and accounting systems using our standard API which is published.",3
7,37,2019,3,1,5,"CCW allows for bi-directional exchange of organizational data (business units, job titles, hierarchy, department, etc. (this configurable data could change often) as well as transactional data (such as timesheets, invoices, payments, PO, worker data, etc.).  

CCW’s Integration Toolkit allows the configuration of the integrations from the front end as well as the scheduling, monitoring and tracking of the integrations.  There is no need to install or change anything at endpoints or source code.  The toolkit includes a set of published APIs which expose both product objects as well as actions for integrations. 

Representative integrations include:
•Finance (SAP, Peoplesoft, and Oracle): Spend limits, GL hierarchy, invoice, spend based approval hierarchy, payments, account codes, foundation data (e.g. Cost Center, GL, project ID, WBS etc.).
•HR (Workday, SAP, Oracle, Peoplesoft): HR organizational hierarchy, delegation of authority, onboarding flow, client users.
•Email (Outlook, Google): Calendar, Email
•ECM (Oracle Stellent): document repository
•Applicant Tracking Systems (Taleo, Kenexa, Bullhorn, iCIMS): recruiting software
•Procurement (Ariba, Coupa, Tradeshift, PerfectCommerce, Emptoris): Purchase order/purchase requisition
•Supplier Risk Management: (Aravo)
•Project Portfolio Management Systems (Clarity, EPPIC, Planview): Projects, phases, tasks, timesheets
•Testing Software (ProveIT, Gallup): skills and behavioral testing
•Background Check Systems (First Advantage): Background check results
•Timekeeping Systems (Kronos, Auto-time, Timeco, Ceridian, SimplexGrinnel): Timesheets
•LDAP, Active Directory (SAML): SSO for authentication and authorization
•Mobile Data Management (MobileIron, Good): Mobile consolidation",4
7,38,2019,3,1,4,"We use scanning technology from our mobile app for expense tracking and use OCR to detect amounts from receipts. In addition, OCR is deployed throughout the BSM plafform, including analysis of invoices and receipts for fraud detection as well as data extraction of contract documents.  This is true as well for CLM Advanced, where the technology is used for contract data extraction.",4
7,39,2019,3,1,5,YES.  The CCW Match Index Intelligence uses artificial intelligence-based natural language processing and machine learning to determine the match of candidates' resumes to requirements and then compare and bucket the candidates. This is not a standard keyword search but an AI based algorithm which does contextual analysis.,4
7,40,2019,3,1,5,"Yes, we have an entire data science team. AI/ML is utilized throughout the entire platform from AI classification to AI fraud detection to AI contingent worker resume matching to cross-customer operational, supplier, commodity, and risk insights. To our knowledge, our big data set of $1.2T in normalized cross-customer spend is the largest B2B big data set in existience.",5
7,41,2019,3,1,5,"AI/ML continues to be a big area of Coupa focus. There are items related to conversion of unstructured data into structured elements, analytics, workflows being triggered from unstructured data and recommendations from workflows, configuration prescriptions, contractor rates comparisons, spend matchmaking, and much more.",5
7,42,2019,3,1,4,"CCW has multiple features which make use of conversational technology within CCW.
- Use of collaboration where multiple users can chat on open requisitions.
- Use of live chat for help and tickets.",3
7,43,2019,3,1,0,"Block chain within a VMS is still not developed as a concept and for use cases.In our labs we continually work on blockchain projects however are committed to selecting the RIGHT technology for the job versus technology for technology sake.

We actually started a blockchain project with a major financial institution and the financial institution pulled blockchain out as it was not adding additional value outside of the previously chosen technology.

We do not have any offering relying on the distributed ledger as of yet, but we are exploring its applicability around a couple of use cases:
- Payment: in Coupa Pay we are exploring the potential of Blockchain for supply-chain payments or supply-chain finance
- Contract management: Blockchain can help with smart contracts although many customers remain hesitant around auto execution of contract terms
- Supplier Information Management. Blockchain might enable the selective and efficient sharing of information by supplier to multiple buyers. 

We continue to look at blockchain but do not want to be a provider that delivers technology based on hype/marketing versus real use cases that matter.",0
7,44,2019,3,1,0,"Block chain within a VMS is still not developed as a concept and for use cases.In our labs we continually work on blockchain projects however are committed to selecting the RIGHT technology for the job versus technology for technology sake.

We actually started a blockchain project with a major financial institution and the financial institution pulled blockchain out as it was not adding additional value outside of the previously chosen technology.

We do not have any offering relying on the distributed ledger as of yet, but we are exploring its applicability around a couple of use cases:
- Payment: in Coupa Pay we are exploring the potential of Blockchain for supply-chain payments or supply-chain finance
- Contract management: Blockchain can help with smart contracts although many customers remain hesitant around auto execution of contract terms
- Supplier Information Management. Blockchain might enable the selective and efficient sharing of information by supplier to multiple buyers. 

We continue to look at blockchain but do not want to be a provider that delivers technology based on hype/marketing versus real use cases that matter.",0
7,45,2019,3,1,5,"Coupa supports:
- Amazon Dash buttons for instant ordering
- Amazon Alexa (Echo appliances) for Procurement / Inventory use cases.

To our knowledge, this is more advanced for IoT than any market provider.",3
7,46,2019,3,1,4,"To ensure that CCW will become an essential component of the client’s non-employment management program, Coupa provides a dedicated implementation team staffed with certified implementation specialists including: 
•        An account executive to manage the overall relationship to deliver a best-in-class program
•        A dedicated implementation program manager
•        Work stream leaders are assigned for Change Management and Communication, Process and Configuration, Legal and Due Diligence, Testing, Training, Migration, Integration, Compliance, Supplier On-boarding, Business Intelligence, Service Delivery Management, and Rollout. 

Coupa works with the MSP or client program administrator(s) to ensure a seamless change management and system implementation experience.  We provide upfront ""certification level"" training to the MSP/program administration team, and all parties are involved in all activities to ensure complete knowledge transfer.  

Coupa partner programs includes numerous MSP and global SIs that can deliver implementation services with Coupa oversight anywhere in the world.",3
7,46,2019,3,2,,,4
7,47,2019,3,1,5,"Coupa encourages clients to integrate CCW with their internal ERP, Financial and HCM/HRIS systems. CCW's integration toolkit includes pre-built Connectors to leading industry time tracking, HRIS and ERP systems.  

CCW fully supports data exchange (upload and download data transfer) via flat text files and APIs. For flat text files, it supports both delimiter and fixed width formats.  For file transfer to directories using SFTP, the generation is in the form of CSV with delimiters defined in the toolkit (e.g. pipe, comma etc.) and text qualifiers using quotes. The files are encrypted using PGP over RSA.

The API connections include mass uploads through API, use of web services (REST API, XML/SOAP) as well as SFTP and HTTPS protocols. CCW’s published REST-based APIs expose both product objects as well as actions for integrations. CCW also supports Batch-based ETL.  In addition, CCW also uses the Publisher-Subscriber (Pub-Sub) pattern for integrations which lets the external systems handle their own schedule of publishing or reading the data. 

On average, CCW is integrated with five internal systems for each client.  More than 40 integrations have been established for one client.  The APIs are typically related to:
• Master data administration: CCW has APIs which allow master data to be administered using web services. The APIs allow the CRUD operations and the audit trail is tracked for the master data updates.
• SOW Project-based API: The SOW Project-based APIs let projects be defined in external systems and the APIs transfer the project data to CCW. The contracts, SLAs and tracking can be done in any external system and transferred to CCW.
• Workforce Management: All onboarding, off-boarding and worker changes are available as services.
• Invoice & Payment: The invoices and payments are exposed as REST API.
• Organization Hierarchy and Financial Hierarchy: The organization and financial hierarchy can be updated within CCW through the services.
• Callback API for Calendar: CCW offers calendar API to be called by Google calendar and Office 365 calendar so that changes in the user’s own calendar are visible within CCW.

The CCW integration toolkit is a standard component of the product. No additional fees are required for integration. Integrations are fully tested when initially established and during every new feature release.  ",3
7,48,2019,3,1,5,"CCW has ""out of the box"" integrations with eVerify, First Advantage, Office 365, OFAR and debar listings, and other systems critical to verifying candidate credentials and eligibility and system ease of use.",3
7,49,2019,3,1,5," CCW is a highly configurable system, seldom requiring customization that involves software coding.  If required, most customizations are tied to integration with client's internal systems.

Customizations undergo the same development process as is used for new functionality.  Research and documentation is thoroughly completed for each item. A complex defining process is initiated for each item after which a design document is generated and reviewed with a control team. The all-encompassing principles followed in this process are acquired from ITIL techniques.  

To verify that any custom modification are not affected when new features are released, all system changes undergo a Change Management Process which include communication, training, change management collateral and acceptance testing. ",3
7,50,2019,3,1,5,"Coupa's core value is Ensure Customer Success and we have very extensive programs around Account Management and Customer Success. This is a key market differentiator for us and we are constantly selected over competitors because of the strength of our customer success programs.

Coupa’s global Customer Support organization answers questions, provides advanced troubleshooting, and shares best practices to help customers maximize the value delivered by their Coupa platform. Coupa offers two levels of support:

COUPA BASIC SUPPORT: Provides access to expert technical support during local HQ business hours for fast answers and technical assistance. Key features of Coupa Basic Support include: 
•        Weekday, HQ business hours coverage
•        Online Support (web)
•        Up to 5 Designated Support Contacts

COUPA PREMIUM SUPPORT: Ensures the highest level of technical support for enterprises who need 24/7 coverage hours and accelerated response targets for higher complexity deployments or business critical operations. Key features in Coupa Premium Support include:
•         24/7 Coverage Hours
•        Accelerated response and case follow up targets
•        Phone & Online Support
•        Up to 10 Designated Support Contacts
•        Depending on platform complexity and size, Premium Plus features may be added to the Premium Support level including a named Support Account Manager (SAM), access to Assigned Support Engineering Team for priority cases, and Support Review meetings.

Support packages are priced at a premium based on the size/complexity of the solution purchased. Please see the Support Overview datasheet for a list and description of both support levels and all features included therein.

All Coupa customers with login have access to the Coupa Success Portal at success.coupa.com. There they will find information and easy access to upgrade training, documentation, and support. In the Success Portal customers can register for release webinars, review release notes, and find guidance for upgrade planning. For those requiring additional help or assistance with release planning/management, our Customer Adoption Management program may be sold.

Coupa also offers a Customer Adoption Management program for adoption support. Under this premium program, a Customer Adoption Manager is assigned to help the customer drive ongoing adoption and innovation. This is an outcome-based program. Customers identify their business goals and the Customer Adoption Manager develops a program with appropriate activities to analyze performance, assess needs, and deliver results. Typical activities include:
•        Deliver assessments against best practices and industry benchmarks
•        Develop adoption plan and roadmap with milestones and KPIs
•        Plan for release readiness including preparation and upgrade coordination
•        Provide guidance to optimize end user experience for greater adoption
•        Recommend training for end users and suppliers
•        Advise on Supplier Enablement (agreed scope)
",4
7,51,2019,3,1,5,"Coupa has an extensive Documentation team and every feature is documented fully. Our release processes are extremely mature and have been honed through the years through taking some of the world's biggest companies live on Coupa.

During implementation, all business policies, work flows, and approval flows are fully documented.  This user documentation, customized to the client’s business environment and instance of CCW, is available online to all users designated by client Program Administrator(s).  Documentation is continuously updated to reflect changes in system configuration, policy changes, CCW enhancements, or revised work processes.

In addition, users have online access to documentation including FAQs and troubleshooting wizards. This is a standard element of the Coupa offering.",4
